record hmy,property hmy,property code,amendment hmy,tenant hmy,lease code,charge code hmy,charge code,charge code desc,amount period code,amount period desc,from date,to date,amount,monthly amount,contracted area,notes,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,management fee %,management fee hmy,hschedule,toinactive amendment hmy,horiginal,husercreatedby,dtcreated,husermodifiedby,dtlastmodified,hoption
40450,1393,xgahire3,5214,1340,t0000438,30,rent,Rent - Base,2,Monthly,45658,45961.0,18520.7,18520.7,40841,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19203,0.0,0,64,44546.46076,64,44546.46076,
40457,1394,xgahire4,5215,1341,t0000439,30,rent,Rent - Base,2,Monthly,45658,45961.0,15718.5,15718.5,33000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19206,0.0,0,64,44546.48936,64,44546.48936,
40482,1396,xgahire6,5217,1343,t0000441,30,rent,Rent - Base,2,Monthly,45658,45961.0,7284.7,7284.7,16600,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19219,0.0,0,64,44546.49065,64,44546.49065,
40494,1398,xgahire8,5218,1345,t0000443,30,rent,Rent - Base,2,Monthly,45658,45961.0,8776.75,8776.75,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19223,0.0,0,64,44546.49125,64,44546.49125,
10160,1592,xgashaw3,1391,2249,t0000470,30,rent,Rent - Base,2,Monthly,45474,45838.0,16889.19,16889.19,26880,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4363,0.0,0,64,44370.33987,121,44592.48089,
10170,1591,xgashaw2,1392,2250,t0000471,30,rent,Rent - Base,2,Monthly,45474,45838.0,7614.49,7614.49,11300,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4365,0.0,0,64,44370.34387,121,44592.4802,
10200,1593,xgashaw4,1395,2253,t0000474,30,rent,Rent - Base,2,Monthly,45474,45838.0,11724.96,11724.96,22200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4371,0.0,0,64,44370.37252,121,44592.48171,
10216,1388,xnj2036b,498,1390,t0000454,30,rent,Rent - Base,2,Monthly,45748,47573.0,10688.2,10688.2,15075,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1599,0.0,0,104,44370.60186,230,44922.63747,
10180,1595,xgashaw6,1393,2251,t0000472,30,rent,Rent - Base,2,Monthly,45474,45838.0,6314.25,6314.25,11275,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4367,0.0,0,64,44370.36545,121,44592.48263,
10190,1594,xgashaw5,1394,2252,t0000473,30,rent,Rent - Base,2,Monthly,45474,45838.0,9949.36,9949.36,17766,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4369,0.0,0,64,44370.36975,121,44592.48206,
32374,1657,xilmount,4120,4171,t0000509,30,rent,Rent - Base,2,Monthly,45641,46005.0,26095.47,26095.47,64002,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15358,0.0,0,87,44424.71957,230,44690.45108,
32418,1663,xil1600,4124,4183,t0000514,30,rent,Rent - Base,2,Monthly,45658,45991.0,139278.77,139278.77,238423,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15375,0.0,0,87,44425.87058,230,44690.45323,
32492,1658,xtn225bo,4133,4203,t0000523,30,rent,Rent - Base,2,Monthly,38245,46173.0,4000.0,4000.0,20840,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15394,0.0,0,87,44431.6041,87,44431.6041,
32521,1653,xtxritti,4137,4208,t0000528,30,rent,Rent - Base,2,Monthly,45566,45930.0,5591.01,5591.01,8809,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15405,0.0,0,69,44431.70137,69,44431.70137,
32532,1660,xil747,4138,4193,t0000519,30,rent,Rent - Base,2,Monthly,45778,46142.0,68793.51,68793.51,123200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15409,0.0,0,87,44433.49593,230,44690.45065,
32510,1652,xtxmorto,4136,4206,t0000526,30,rent,Rent - Base,2,Monthly,45689,46053.0,49949.53,49949.53,132133,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15403,0.0,0,69,44431.63772,69,44431.63772,
32594,1668,xnj7550,4145,4236,t0000536,30,rent,Rent - Base,2,Monthly,44287,46113.0,13000.0,13000.0,22000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15434,0.0,0,23,44439.86679,230,45106.51721,
32388,1665,xil1111,4121,4175,t0000510,30,rent,Rent - Base,2,Monthly,45658,46022.0,79192.81,79192.81,144578,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15362,0.0,0,116,44425.56453,230,44690.37295,
32618,1680,xil900b,4152,4270,t0000540,30,rent,Rent - Base,2,Monthly,45658,46022.0,18467.98,18467.98,30307,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15451,0.0,0,87,44452.72853,230,44690.45262,
32624,1680,xil900b,4153,4271,t0000541,30,rent,Rent - Base,2,Monthly,45566,45930.0,7447.93,7447.93,13231,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15452,0.0,0,87,44452.73392,230,44690.45181,
32236,1640,xgamc200,4104,4124,t0000501,30,rent,Rent - Base,2,Monthly,44075,45900.0,17532.0,17532.0,45000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15299,0.0,0,64,44405.51262,64,44405.51262,
32280,1645,xilmitch,4111,4154,t0000505,30,rent,Rent - Base,2,Monthly,42552,46203.0,20000.0,20000.0,30000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15323,0.0,0,87,44413.6045,230,44690.45022,
45423,1658,xtn225bo,5622,5644,t0000652,30,rent,Rent - Base,2,Monthly,45658,46022.0,13555.08,13555.08,45820,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21846,0.0,0,87,44566.67341,87,44566.67341,
32689,1674,xnj6965,4166,4294,t0000545,30,rent,Rent - Base,2,Monthly,45597,45961.0,58452.5,58452.5,103000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15482,0.0,0,35,44461.54927,23,44620.33969,
32699,1677,xnj313c,4167,4299,t0000547,30,rent,Rent - Base,2,Monthly,45566,45930.0,29591.67,29591.67,67000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15483,0.0,0,35,44461.60355,104,44594.35976,
32705,1678,xnj52col,4169,4301,t0000549,30,rent,Rent - Base,2,Monthly,45778,46142.0,21978.37,21978.37,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15484,0.0,0,35,44462.33091,104,44594.35948,
32716,1682,xnj845l,4171,4305,t0000553,30,rent,Rent - Base,2,Monthly,45627,45991.0,15385.91,15385.91,16800,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15487,0.0,0,35,44462.35733,104,44594.36045,
32553,1653,xtxritti,4139,4220,t0000529,30,rent,Rent - Base,2,Monthly,45474,45838.0,15644.15,15644.15,26413,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15419,,0,69,44434.6736,230,45082.68337,
33799,1585,xnjmway5,1588,2385,t0000496,30,rent,Rent - Base,2,Monthly,44501,46295.0,1243.12,1243.12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5043,0.0,0,104,44495.39682,104,44495.39682,
42912,1876,xnj17pol,5444,5479,t0000629,30,rent,Rent - Base,2,Monthly,45337,46053.0,6680.08,6680.08,8438,,0,0,0,0,0,0,0,0,0,0,0,0,3.0,19,20485,0.0,0,183,44551.40226,230,45316.61917,
42634,1873,xil529t,5434,5294,t0000610,30,rent,Rent - Base,2,Monthly,45597,45961.0,31522.88,31522.88,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20324,0.0,0,87,44550.47181,230,44690.45367,
42949,1876,xnj17pol,5449,5483,t0000632,30,rent,Rent - Base,2,Monthly,45597,45961.0,17027.21,17027.21,15179,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20506,0.0,0,183,44551.58575,230,45394.40469,
42966,1876,xnj17pol,5451,5486,t0000634,30,rent,Rent - Base,2,Monthly,45658,46022.0,25329.08,25329.08,20962,,0,0,0,0,0,0,0,0,0,0,0,0,4.0,19,20512,0.0,0,183,44551.62632,181,44601.59296,
43305,1897,xga800in,5460,5501,t0000640,30,rent,Rent - Base,2,Monthly,45658,46022.0,12921.08,12921.08,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20696,0.0,0,64,44560.4703,64,44560.47045,
43250,1892,xga4680n,5456,5487,t0000635,30,rent,Rent - Base,2,Monthly,45474,45838.0,25606.31,25606.31,60669,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20668,0.0,0,64,44559.65376,64,44559.65458,
40464,1395,xgahire5,5216,1342,t0000440,30,rent,Rent - Base,2,Monthly,45658,45961.0,17861.93,17861.93,37500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19209,0.0,0,64,44546.4901,64,44546.4901,
43262,1893,xga5121b,5457,5488,t0000636,30,rent,Rent - Base,2,Monthly,45689,47514.0,13000.0,13000.0,31000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20672,0.0,0,64,44560.38037,64,44560.38037,
50731,1898,xnj14rol,6032,5991,t0000664,30,rent,Rent - Base,2,Monthly,45658,46022.0,13396.83,13396.83,24000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24575,0.0,0,35,44575.39302,35,44575.39365,
50863,1887,xnj740co,6041,6006,t0000669,30,rent,Rent - Base,2,Monthly,45658,46022.0,68208.97,68208.97,133283,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24638,0.0,0,104,44580.382,104,44580.38212,
51622,1785,xnj14th,6106,4917,t0000605,30,rent,Rent - Base,2,Monthly,45778,46142.0,19951.08,19951.08,35894,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25037,0.0,0,104,44581.37458,230,44677.68701,
51656,1893,xga5121b,5457,5488,t0000636,19,mgtfeest,Management Fee CY Estimate,2,Monthly,43862,47514.0,0.0,0.0,31000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25058,0.0,0,186,44581.37939,230,44700.53289,
43363,2721,xga800wh,5468,5511,t0000646,30,rent,Rent - Base,2,Monthly,45474,45838.0,24320.83,24320.83,58370,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20720,0.0,0,64,44564.60241,230,45307.59358,
40427,1391,xgahire1,5212,1338,t0000436,30,rent,Rent - Base,2,Monthly,45658,45961.0,18447.84,18447.84,42000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19191,0.0,0,64,44546.4472,64,44546.4472,
42291,1878,xnj125al,5424,5459,t0000613,30,rent,Rent - Base,2,Monthly,45658,46022.0,17500.0,17500.0,21000,,0,0,0,0,0,0,0,0,0,0,0,0,4.0,19,20129,0.0,0,183,44547.51167,181,44603.41307,
124635,3374,xnj6925s,11921,11053,t0000784,30,rent,Rent - Base,2,Monthly,45778,46142.0,14800.0,14800.0,30000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,60978,0.0,0,230,44705.63137,230,44705.63137,
57226,2726,xohcolu3,6647,6513,t0000676,30,rent,Rent - Base,2,Monthly,44116,45930.0,2835.0,2835.0,5625,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27862,0.0,0,104,44593.37231,104,44593.37231,
595481,3622,xtx1050k,45412,36840,t0001056,30,rent,Rent - Base,2,Monthly,45536,45900.0,5175.3,5175.3,6635,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,268194,0.0,0,230,45152.44465,230,45152.44465,
61844,1896,xtx12150,7021,6908,t0000697,30,rent,Rent - Base,2,Monthly,45536,45900.0,8343.26,8343.26,20551,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30125,0.0,0,89,44609.69324,89,44609.69382,
49699,1904,xnj1601s,5945,5923,t0000660,30,rent,Rent - Base,2,Monthly,45778,46142.0,4873.42,4873.42,9960,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24081,0.0,0,35,44572.62601,35,44572.62601,
49943,1904,xnj1601s,5950,5926,t0000661,30,rent,Rent - Base,2,Monthly,45717,46081.0,15489.37,15489.37,24480,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24216,0.0,0,35,44574.38288,35,44574.38288,
54498,2724,xohcolu1,6388,6320,t0000671,30,rent,Rent - Base,2,Monthly,42461,46112.0,24058.56,24058.56,44000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,26480,0.0,0,35,44588.34241,35,44588.34259,
54511,2727,xohcolu4,6390,6322,t0000673,30,rent,Rent - Base,2,Monthly,45536,45900.0,16924.7,16924.7,28808,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,26482,0.0,0,35,44588.3858,35,44588.3858,
54517,2724,xohcolu1,6392,6326,t0000675,30,rent,Rent - Base,2,Monthly,44105,45930.0,8478.75,8478.75,17850,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,26484,0.0,0,35,44588.42863,230,44686.55913,
71605,3204,xtx1919a,7721,7539,t0000707,30,rent,Rent - Base,2,Monthly,45474,45838.0,28596.16,28596.16,79970,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34913,0.0,0,109,44617.55605,109,44617.55789,
45575,1895,xtx3662m,5623,5645,t0000653,30,rent,Rent - Base,2,Monthly,45717,46081.0,5617.16,5617.16,14900,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21924,,0,69,44567.55662,69,44567.58493,
73948,3273,xga3350h,7907,7686,t0000711,30,rent,Rent - Base,2,Monthly,45717,46081.0,15329.04,15329.04,31825,TENANT PRE-PAID MARCH RENT,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,36079,0.0,0,64,44621.48488,230,45708.51311,
71570,3203,xtx310an,7624,7440,t0000705,30,rent,Rent - Base,2,Monthly,45474,45838.0,42094.07,42094.07,104000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34911,0.0,0,109,44617.46519,109,44617.4799,
50600,1902,xky4175a,6029,5933,t0000662,30,rent,Rent - Base,2,Monthly,45474,45838.0,80668.17,80668.17,180000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24501,,0,35,44574.62095,104,44630.38611,
57296,2986,xil1000a,6655,6527,t0000678,30,rent,Rent - Base,2,Monthly,45536,45900.0,21983.05,21983.05,43356,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27903,0.0,0,87,44595.57318,230,44690.45438,
57371,2990,xga4600f,6666,6542,t0000686,30,rent,Rent - Base,2,Monthly,45413,46142.0,6250.0,6250.0,15000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27939,0.0,0,64,44599.63987,64,44599.63987,
85912,3306,xpa500ma,8881,8464,t0000748,30,rent,Rent - Base,2,Monthly,44628,46295.0,48750.0,48750.0,138391,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42351,0.0,0,23,44642.65402,230,44792.39897,
85924,1670,xga130j,8879,8461,t0000745,30,rent,Rent - Base,2,Monthly,45474,45838.0,16346.91,16346.91,38164,,0,0,0,0,0,0,0,0,0,0,0,0,3.0,19,42357,0.0,0,183,44642.66358,230,44698.6247,
59375,2952,xtndelp2,6808,6678,t0000691,30,rent,Rent - Base,2,Monthly,45778,46142.0,17550.62,17550.62,72000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28937,0.0,0,87,44607.45503,87,44607.45503,
376811,1896,xtx12150,29544,6909,t0000698,30,rent,Rent - Base,2,Monthly,45748,46112.0,7094.62,7094.62,10495,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,168924,0.0,0,230,44894.41186,230,44894.41186,
595217,2720,xtx8154b,45396,36800,t0001051,30,rent,Rent - Base,2,Monthly,45566,45930.0,22405.93,22405.93,25100,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,268035,0.0,0,230,45141.71076,230,45141.71076,
281123,3668,xga3651c,21814,18157,t0000931,30,rent,Rent - Base,2,Monthly,45597,45961.0,19047.96,19047.96,20030,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,123602,0.0,0,230,44797.38013,230,44797.38013,
123754,1681,xga4225,11856,11002,t0000778,30,rent,Rent - Base,2,Monthly,45809,46173.0,11606.47,11606.47,15477,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,60626,0.0,0,230,44701.64267,230,44701.64267,
58904,1383,xohmost,6768,6639,t0000688,30,rent,Rent - Base,2,Monthly,45717,46081.0,36393.62,36393.62,114027,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28709,0.0,0,35,44603.43688,35,44603.43788,
70083,2987,xnj2075h,7586,7395,t0000703,30,rent,Rent - Base,2,Monthly,45717,46081.0,19578.66,19578.66,33078,,0,0,0,0,0,0,0,0,0,0,0,0,4.0,19,34127,,0,35,44614.56975,230,44792.41344,
283093,1685,xtx2655,22005,9881,t0000759,30,rent,Rent - Base,2,Monthly,45474,45838.0,11436.5,11436.5,30840,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,124548,0.0,0,230,44802.50613,230,44802.50613,
273320,3668,xga3651c,21194,17592,t0000876,30,rent,Rent - Base,0,Annual,44735,48395.0,100.0,8.3333,0,,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0,119988,0.0,0,230,44774.52383,230,44789.60311,
71588,3201,xtx111pl,7720,7538,t0000706,30,rent,Rent - Base,2,Monthly,45474,45838.0,62572.93,62572.93,136882,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34912,0.0,0,109,44617.51924,109,44617.52456,
42573,1883,xnj5thor,5430,5465,t0000618,30,rent,Rent - Base,2,Monthly,45597,45961.0,110970.73,110970.73,150801,,0,0,0,0,0,0,0,0,0,0,0,0,2.5,19,20295,,0,183,44550.42131,186,44617.36035,
953299,2992,xtx2616a,70371,7540,t0000708,30,rent,Rent - Base,2,Monthly,45809,46173.0,6803.79,6803.79,8923,YDM,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,422344,0.0,0,16,45497.46956,230,45581.47241,
273559,2725,xohcolu2,21219,17620,t0000889,30,rent,Rent - Base,2,Monthly,45566,45930.0,4177.53,4177.53,5620,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,120123,0.0,0,230,44776.65066,230,44776.65228,
102166,3356,xga401wi,10149,9527,t0000753,30,rent,Rent - Base,2,Monthly,44649,46356.0,30468.75,30468.75,37500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,50427,0.0,0,64,44655.63958,230,44798.60575,
110693,1653,xtxritti,4151,4249,t0000539,30,rent,Rent - Base,2,Monthly,45597,45960.0,10184.4,10184.4,17280,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15449,0.0,0,109,44684.60522,109,44684.60522,
111876,1584,xnjmway3,10899,10195,t0000771,30,rent,Rent - Base,2,Monthly,45689,46053.0,29809.73,29809.73,42560,Section 1.03 Lease Expiration is 10 Years from Commencement Date.,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,55063,0.0,0,230,44692.46556,230,45282.61329,
111983,2725,xohcolu2,10901,10200,t0000772,30,rent,Rent - Base,2,Monthly,45597,45961.0,4520.68,4520.68,6330,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,55108,0.0,0,230,44694.62356,230,44720.51498,
112022,3368,xil1630b,10903,10202,t0000774,30,rent,Rent - Base,2,Monthly,45748,46112.0,23078.17,23078.17,40550,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,55131,,0,230,44694.7139,230,44694.7139,
112032,3367,xil1600b,10904,10203,t0000775,30,rent,Rent - Base,2,Monthly,45748,46112.0,36547.17,36547.17,64216,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,55132,,0,230,44697.36574,230,44697.36574,
162276,2958,xpa18rai,14598,7394,t0000702,30,rent,Rent - Base,2,Monthly,45689,46053.0,108945.83,108945.83,189746,,0,0,0,0,0,0,0,0,0,0,0,0,3.0,19,78730,0.0,0,230,44718.43513,230,44718.43513,
417261,3307,xtx10704,32932,9967,t0000762,30,rent,Rent - Base,2,Monthly,45658,46022.0,17833.1,17833.1,27300,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,188881,0.0,0,230,44918.39616,230,44918.39894,
110630,1689,xga265c,10815,10108,t0000768,30,rent,Rent - Base,2,Monthly,45489,45853.0,42741.77,42741.77,82486,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,54413,0.0,0,230,44684.44696,230,44811.5958,
112001,2725,xohcolu2,10902,10201,t0000773,30,rent,Rent - Base,2,Monthly,45566,45930.0,4445.13,4445.13,5980,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,55118,0.0,0,230,44694.65966,230,44694.65966,
279673,3738,xil1100h,21708,18048,t0000925,30,rent,Rent - Base,2,Monthly,45505,45869.0,5191.41,5191.41,7500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,122961,0.0,0,230,44795.62584,230,44795.62584,
279680,1788,xnj10tw,21710,18052,t0000927,30,rent,Rent - Base,2,Monthly,45536,45900.0,32718.4,32718.4,45375,,0,0,0,0,0,0,0,0,0,0,0,0,3.0,19,122963,0.0,0,230,44795.77574,230,44795.77947,
123771,3388,xnj2050h,11857,11005,t0000779,30,rent,Rent - Base,2,Monthly,45778,46142.0,17800.0,17800.0,24000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,60634,0.0,0,230,44704.38897,230,44704.38897,
225351,3671,xoh154co,18875,15781,t0000857,30,rent,Rent - Base,2,Monthly,45717,46081.0,35134.7,35134.7,79918,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,107245,0.0,0,230,44757.47135,230,45181.41959,
1024201,3641,xpa3041m,70192,17610,t0000882,57,tenbb,Tenant billback Income,2,Monthly,45397,45838.0,12403.52,12403.52,34895,"Per Section 6.02 and Exhibit E of the Lease, LL installed Paint Booths and T is responsible to reimburse the costs. Once reimbursement is complete T will own this equipment.  Starting 07/01/2024 in the amount of $12,403.52 for 12 months to equal $148,842.24.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,449144,0.0,0,230,45526.66816,230,45581.68042,
152599,3575,xtx1709s,13889,12400,t0000790,30,rent,Rent - Base,2,Monthly,45597,45961.0,58131.98,58131.98,150018,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,74012,0.0,0,109,44714.48209,230,44739.51407,
152699,3575,xtx1709s,13898,12407,t0000791,30,rent,Rent - Base,2,Monthly,45748,46112.0,32951.35,32951.35,95281,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,74066,0.0,0,109,44714.55488,109,44714.55488,
129950,3548,xil141be,12313,11303,t0000787,30,rent,Rent - Base,2,Monthly,45597,45961.0,2319.59,2319.59,2925,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,63395,0.0,0,230,44707.717,230,44707.717,
203008,3652,xnj70cat,17599,14880,t0000845,30,rent,Rent - Base,2,Monthly,44736,46035.0,7000.0,7000.0,13500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,98949,0.0,0,230,44746.91796,230,44746.91807,
203010,3652,xnj70cat,17599,14880,t0000845,38,tenutil,Tenant Utility Reibursement,2,Monthly,44736,46035.0,600.0,600.0,13500,Solar Electric,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,98951,0.0,0,230,44746.91892,230,44748.57014,
203025,3629,xtx4666d,17600,14881,t0000846,30,rent,Rent - Base,2,Monthly,45474,45838.0,56849.07,56849.07,162792,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,98960,0.0,0,230,44746.95741,230,44746.95741,
173476,3621,xtx2445s,15406,13433,t0000807,30,rent,Rent - Base,2,Monthly,45809,46173.0,25039.07,25039.07,40116,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,84172,0.0,0,109,44722.51569,230,45033.66501,
174684,1901,xil77whe,15516,5994,t0000665,30,rent,Rent - Base,2,Monthly,45566,46477.0,51795.9,51795.9,78882,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,84831,0.0,0,230,44725.71104,230,44725.71104,
174668,1900,xil464no,15515,5913,t0000655,30,rent,Rent - Base,2,Monthly,45566,46477.0,19449.04,19449.04,26927,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,84819,0.0,0,230,44725.70438,230,44725.70438,
174726,3624,xtx1721s,15518,13512,t0000817,30,rent,Rent - Base,2,Monthly,45689,46053.0,21648.64,21648.64,58841,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,84855,0.0,0,230,44726.72278,230,44797.67053,
150396,2990,xga4600f,13742,6541,t0000685,30,rent,Rent - Base,2,Monthly,45474,45838.0,7041.67,7041.67,12500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,73009,0.0,0,230,44713.55297,230,44713.55297,
173774,3626,xil1200p,15433,13460,t0000815,30,rent,Rent - Base,2,Monthly,45566,45930.0,19001.55,19001.55,32000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,84332,0.0,0,230,44725.61326,230,44725.61326,
