record hmy,property hmy,property code,amendment hmy,tenant hmy,lease code,charge code hmy,charge code,charge code desc,amount period code,amount period desc,from date,to date,amount,monthly amount,contracted area,notes,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,management fee %,management fee hmy,hschedule,toinactive amendment hmy,horiginal,husercreatedby,dtcreated,husermodifiedby,dtlastmodified,hoption
11595,1585,xnjmway5,1587,2385,t0000496,30,rent,Rent - Base,2,Monthly,41061,41425.0,952.75,952.75,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5021,0.0,0,104,44383.57184,104,44383.57184,
11596,1585,xnjmway5,1587,2385,t0000496,30,rent,Rent - Base,2,Monthly,41426,41790.0,981.33,981.33,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5021,0.0,0,104,44383.57184,104,44383.57184,
11597,1585,xnjmway5,1587,2385,t0000496,30,rent,Rent - Base,2,Monthly,41791,42155.0,1010.77,1010.77,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5021,0.0,0,104,44383.57184,104,44383.57184,
11598,1585,xnjmway5,1587,2385,t0000496,30,rent,Rent - Base,2,Monthly,42156,42521.0,1041.1,1041.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5021,0.0,0,104,44383.57184,104,44383.57184,
11643,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,40374,41455.0,8333.34,8333.34,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5041,0.0,0,104,44383.66968,104,44383.66968,
11644,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,41456,41820.0,5625.0,5625.0,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5041,0.0,0,104,44383.66968,104,44383.66968,
11645,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,41821,42185.0,6000.0,6000.0,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5041,0.0,0,104,44383.66968,104,44383.66968,
11646,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,42186,42551.0,6250.0,6250.0,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5041,0.0,0,104,44383.66968,104,44383.66968,
11647,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,42552,42916.0,6500.0,6500.0,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5041,0.0,0,104,44383.66968,104,44383.66968,
11648,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,42917,43281.0,6750.0,6750.0,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5041,0.0,0,104,44383.66986,104,44383.67118,
11649,1586,xnjmway7,1593,2414,t0000497,30,rent,Rent - Base,2,Monthly,43282,44347.0,7023.0,7023.0,20000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5042,3466.0,0,104,44383.67076,104,44383.67096,
11650,1585,xnjmway5,1588,2385,t0000496,30,rent,Rent - Base,2,Monthly,42522,44500.0,1206.92,1206.92,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5043,0.0,0,104,44383.70139,104,44495.39682,
10137,1387,xnj3001i,506,1399,t0000458,30,rent,Rent - Base,2,Monthly,45047,45412.0,10852.19,10852.19,24805,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1628,0.0,0,104,44369.4674,230,45033.48711,
10138,1388,xnj2036b,494,1388,t0000452,40,ti-rem,Teanant Improvement Reimburseme,2,Monthly,42736,44926.0,1455.92,1455.92,5025,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4353,0.0,0,104,44369.48959,230,44896.36637,
10139,1388,xnj2036b,494,1388,t0000452,9,depsec,Security Deposit,2,Monthly,44409,44773.0,500.0,500.0,5025,Securtiy Deposit,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4354,0.0,0,104,44369.49153,104,44433.58039,
10140,1388,xnj2036b,493,1386,t0000450,32,rentcon,Rent Concession,2,Monthly,42491,42582.0,-4125.0,-4125.0,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4355,0.0,0,104,44369.50782,104,44369.50782,
10141,1388,xnj2036b,493,1386,t0000450,40,ti-rem,Teanant Improvement Reimburseme,2,Monthly,42583,42947.0,-4125.0,-4125.0,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4356,0.0,0,104,44369.5123,104,44369.51237,
10142,1388,xnj2036b,493,1386,t0000450,40,ti-rem,Teanant Improvement Reimburseme,2,Monthly,42948,42978.0,-2350.0,-2350.0,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4357,0.0,0,104,44369.51271,104,44369.51271,
10143,1388,xnj2036b,497,1389,t0000453,32,rentcon,Rent Concession,2,Monthly,43466,43555.0,-4226.86,-4226.86,9849,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4358,0.0,0,104,44369.68748,104,44369.68748,
10144,1388,xnj2036b,497,1389,t0000453,40,ti-rem,Teanant Improvement Reimburseme,2,Monthly,43922,44895.0,3588.0,3588.0,9849,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4359,0.0,0,104,44369.68787,230,44888.42979,
10145,1388,xnj2036b,497,1389,t0000453,9,depsec,Security Deposit,2,Monthly,44378,44651.0,1210.3,1210.3,9849,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4360,0.0,0,104,44369.6887,104,44370.54603,
10146,1590,xgashaw1,1390,2247,t0000469,30,rent,Rent - Base,2,Monthly,44351,44377.0,7380.0,7380.0,16000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4361,0.0,0,64,44370.33465,121,44592.47405,
10147,1590,xgashaw1,1390,2247,t0000469,30,rent,Rent - Base,2,Monthly,44378,44742.0,8200.0,8200.0,16000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4361,0.0,0,64,44370.33465,121,44592.47406,
10148,1590,xgashaw1,1390,2247,t0000469,30,rent,Rent - Base,2,Monthly,44743,45107.0,8440.0,8440.0,16000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4361,0.0,0,64,44370.33465,121,44592.47406,
10149,1590,xgashaw1,1390,2247,t0000469,30,rent,Rent - Base,2,Monthly,45108,45473.0,8693.33,8693.33,16000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4361,0.0,0,64,44370.33465,121,44592.47407,
10150,1590,xgashaw1,1390,2247,t0000469,30,rent,Rent - Base,2,Monthly,45474,45838.0,8960.0,8960.0,16000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4361,0.0,0,64,44370.33465,121,44592.47407,
32861,1673,xnj900k,4188,4293,t0000544,30,rent,Rent - Base,2,Monthly,45231,45380.0,23368.81,23368.81,41500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15533,70127.0,0,104,44467.41215,104,44593.40729,
32862,1673,xnj900k,4188,4293,t0000544,30,rent,Rent - Base,2,Monthly,45597,45380.0,23953.03,23953.03,41500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15533,70127.0,0,104,44467.41215,104,44593.40729,
32863,1673,xnj900k,4188,4293,t0000544,30,rent,Rent - Base,2,Monthly,45962,45380.0,24551.86,24551.86,41500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15533,70127.0,0,104,44467.41215,104,44593.40729,
32869,1676,xnj420be,4177,4316,t0000560,4,camest,CAM Estimate - CY,2,Monthly,42767,44561.0,10156.06,10156.06,51207,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15535,0.0,0,104,44469.66642,104,44560.44412,
32870,1675,xnj440be,4178,4317,t0000561,4,camest,CAM Estimate - CY,2,Monthly,42767,44773.0,6941.68,6941.68,35000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15536,0.0,0,104,44469.66728,230,44771.54471,
32871,1678,xnj52col,4169,4301,t0000549,4,camest,CAM Estimate - CY,2,Monthly,44317,44712.0,3037.75,3037.75,62000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15537,0.0,0,104,44469.9302,230,44700.54693,
32872,1681,xga4225,4189,4342,t0000566,30,rent,Rent - Base,2,Monthly,43466,44561.0,3600.0,3600.0,9856,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15538,0.0,0,64,44470.61058,64,44470.61238,
32873,1681,xga4225,4189,4342,t0000566,30,rent,Rent - Base,2,Monthly,44562,45291.0,3780.0,3780.0,9856,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15538,0.0,0,64,44470.61058,64,44470.61238,
32876,1681,xga4225,4192,4351,t0000569,30,rent,Rent - Base,2,Monthly,43525,44620.0,2200.0,2200.0,5179,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15540,0.0,0,64,44474.66236,64,44474.66236,
11126,1383,xohmost,1540,1306,t0000434,30,rent,Rent - Base,2,Monthly,44378,44620.0,5818.67,5818.67,20843,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4830,0.0,0,104,44378.5801,230,44761.68438,
11127,1383,xohmost,1540,1306,t0000434,30,rent,Rent - Base,2,Monthly,44621,44985.0,6079.21,6079.21,20843,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4830,0.0,0,104,44378.5801,230,44761.68438,
11128,1383,xohmost,1540,1306,t0000434,30,rent,Rent - Base,2,Monthly,44986,45351.0,6339.75,6339.75,20843,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4830,0.0,0,104,44378.5801,230,44761.68438,
11129,1383,xohmost,1540,1306,t0000434,30,rent,Rent - Base,2,Monthly,45352,45716.0,6600.28,6600.28,20843,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4830,0.0,0,104,44378.5801,230,44761.68438,
11132,1383,xohmost,1540,1306,t0000434,4,camest,CAM Estimate - CY,2,Monthly,44377,44712.0,1146.37,1146.37,20843,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4833,0.0,0,104,44378.60263,230,44700.54331,
11153,1584,xnjmway3,1437,2299,t0000481,14,insurest,Insurance Estimate - CY,2,Monthly,42826,44561.0,393.58,393.58,21250,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4850,0.0,0,104,44382.91654,104,44557.87668,
11156,1585,xnjmway5,1450,2308,t0000486,4,camest,CAM Estimate - CY,2,Monthly,39692,41517.0,960.11,960.11,10000,TAX + INS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4853,0.0,0,104,44382.92774,104,44382.92782,
11157,1585,xnjmway5,1450,2308,t0000486,30,rent,Rent - Base,2,Monthly,39692,40056.0,4583.33,4583.33,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4854,0.0,0,104,44382.92957,104,44382.92957,
11158,1585,xnjmway5,1450,2308,t0000486,30,rent,Rent - Base,2,Monthly,40057,40786.0,4697.91,4697.91,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4854,0.0,0,104,44382.92957,104,44382.92957,
11159,1585,xnjmway5,1450,2308,t0000486,30,rent,Rent - Base,2,Monthly,40787,41152.0,4815.36,4815.36,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4854,0.0,0,104,44382.92957,104,44382.92957,
11160,1585,xnjmway5,1450,2308,t0000486,30,rent,Rent - Base,2,Monthly,41153,41517.0,5059.13,5059.13,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4854,0.0,0,104,44382.92957,104,44382.92957,
11161,1585,xnjmway5,1545,2308,t0000486,30,rent,Rent - Base,2,Monthly,41518,41882.0,4855.35,4855.35,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4855,0.0,0,104,44382.93135,104,44382.93135,
11162,1585,xnjmway5,1545,2308,t0000486,30,rent,Rent - Base,2,Monthly,41883,42247.0,4965.25,4965.25,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4855,0.0,0,104,44382.93135,104,44382.93135,
11163,1585,xnjmway5,1545,2308,t0000486,30,rent,Rent - Base,2,Monthly,42248,42613.0,5075.5,5075.5,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4855,0.0,0,104,44382.93135,104,44382.93135,
11164,1585,xnjmway5,1545,2308,t0000486,30,rent,Rent - Base,2,Monthly,42614,42978.0,5185.5,5185.5,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4855,0.0,0,104,44382.93135,104,44382.93135,
11165,1585,xnjmway5,1545,2308,t0000486,30,rent,Rent - Base,2,Monthly,42979,43343.0,5345.75,5345.75,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4855,0.0,0,104,44382.93135,104,44382.93135,
11166,1585,xnjmway5,1545,2308,t0000486,4,camest,CAM Estimate - CY,2,Monthly,41518,43343.0,960.11,960.11,10000,TAX + INS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4856,0.0,0,104,44382.93179,104,44382.93179,
11167,1585,xnjmway5,1546,2308,t0000486,30,rent,Rent - Base,2,Monthly,43344,45169.0,5400.0,5400.0,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4857,0.0,0,104,44382.93281,104,44382.93281,
11168,1585,xnjmway5,1546,2308,t0000486,4,camest,CAM Estimate - CY,2,Monthly,44562,44926.0,455.83,455.83,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4858,0.0,0,104,44382.93331,230,44700.5528,
11169,1585,xnjmway5,1453,2313,t0000488,4,camest,CAM Estimate - CY,2,Monthly,43800,44926.0,232.14,232.14,20000,TAX + INS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4859,0.0,0,104,44382.93962,230,44707.65668,
11171,1585,xnjmway5,1547,2384,t0000495,30,rent,Rent - Base,2,Monthly,39752,41578.0,1400.0,1400.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4861,0.0,0,104,44382.95373,104,44383.55281,
11172,1587,xnjmway9,1457,2317,t0000491,4,camest,CAM Estimate - CY,2,Monthly,44075,44561.0,2200.0,2200.0,21800,RET + INIS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4862,0.0,0,104,44382.98507,104,44557.8865,
11173,1587,xnjmway9,1449,2307,t0000485,4,camest,CAM Estimate - CY,2,Monthly,42614,44439.0,600.0,600.0,7500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4863,0.0,0,104,44382.98808,50,44392.92609,
11174,1587,xnjmway9,1548,2307,t0000485,30,rent,Rent - Base,2,Monthly,44440,45169.0,3125.0,3125.0,7500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4864,0.0,0,104,44382.98953,23,44619.84637,
11175,1587,xnjmway9,1548,2307,t0000485,30,rent,Rent - Base,2,Monthly,45170,46265.0,3218.75,3218.75,7500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4864,0.0,0,104,44382.98953,23,44619.84637,
11176,1587,xnjmway9,1548,2307,t0000485,4,camest,CAM Estimate - CY,2,Monthly,44440,44561.0,625.0,625.0,7500,RET+ INS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4865,0.0,0,104,44382.98993,104,44557.88394,
32631,1680,xil900b,4153,4271,t0000541,14,insurest,Insurance Estimate - CY,2,Monthly,44105,44712.0,194.43,194.43,13231,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15457,0.0,0,87,44453.61293,230,44700.58144,
32632,1680,xil900b,4153,4271,t0000541,4,camest,CAM Estimate - CY,2,Monthly,44105,44712.0,877.58,877.58,13231,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15458,0.0,0,87,44453.61319,230,44700.58138,
32633,1680,xil900b,4152,4270,t0000540,34,retaxest,RE TAX Estimate - CY,2,Monthly,43466,44712.0,5133.74,5133.74,30307,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15459,0.0,0,87,44453.61456,230,44700.58266,
32634,1680,xil900b,4152,4270,t0000540,14,insurest,Insurance Estimate - CY,2,Monthly,43466,44712.0,441.57,441.57,30307,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15460,0.0,0,87,44453.61483,230,44700.58256,
32635,1680,xil900b,4152,4270,t0000540,4,camest,CAM Estimate - CY,2,Monthly,43466,44712.0,1901.39,1901.39,30307,01/23 onward - Exterior project pushed back a year. CAM lowered.,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15461,0.0,0,87,44453.6151,230,44944.60497,
32636,1598,xtxglen,4159,4282,t0000543,30,rent,Rent - Base,2,Monthly,44470,44834.0,36480.0,36480.0,115200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15462,0.0,0,69,44454.69682,69,44454.69682,
32637,1598,xtxglen,4159,4282,t0000543,30,rent,Rent - Base,2,Monthly,44835,45199.0,37574.0,37574.0,115200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15462,0.0,0,69,44454.69682,69,44454.69682,
32638,1598,xtxglen,4159,4282,t0000543,30,rent,Rent - Base,2,Monthly,45200,45565.0,38702.0,38702.0,115200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15462,0.0,0,69,44454.69682,69,44454.69682,
32639,1598,xtxglen,4159,4282,t0000543,30,rent,Rent - Base,2,Monthly,45566,45930.0,39863.0,39863.0,115200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15462,0.0,0,69,44454.69682,69,44454.69682,
32640,1598,xtxglen,4159,4282,t0000543,30,rent,Rent - Base,2,Monthly,45931,46295.0,41059.0,41059.0,115200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15462,0.0,0,69,44454.69682,69,44454.69682,
32641,1598,xtxglen,4159,4282,t0000543,4,camest,CAM Estimate - CY,2,Monthly,44470,44712.0,8502.81,8502.81,115200,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15463,0.0,0,69,44454.69711,230,44700.6009,
11144,1599,xnjmorri,1544,2383,t0000494,30,rent,Rent - Base,2,Monthly,41699,42794.0,11558.33,11558.33,38000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4845,0.0,0,23,44382.40358,23,44382.40358,
11145,1599,xnjmorri,1544,2383,t0000494,30,rent,Rent - Base,2,Monthly,42795,43890.0,11905.08,11905.08,38000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4845,0.0,0,23,44382.40358,23,44382.40358,
11146,1599,xnjmorri,1544,2383,t0000494,30,rent,Rent - Base,2,Monthly,43891,44985.0,12262.23,12262.23,38000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4845,0.0,0,23,44382.40358,23,44382.40358,
11147,1599,xnjmorri,1544,2383,t0000494,30,rent,Rent - Base,2,Monthly,44986,45351.0,12630.1,12630.1,38000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4845,0.0,0,23,44382.40358,23,44382.40358,
11150,1584,xnjmway3,1459,2318,t0000492,41,utilest,Utilities Estimate - CY,2,Monthly,42887,43921.0,525.0,525.0,10550,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4847,0.0,0,104,44382.9061,104,44382.90613,
11151,1584,xnjmway3,1444,2302,t0000482,14,insurest,Insurance Estimate - CY,2,Monthly,44197,44561.0,196.8,196.8,10500,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4848,0.0,0,104,44382.911,104,44557.87764,
32938,1689,xga265c,4205,4363,t0000575,30,rent,Rent - Base,2,Monthly,44470,44561.0,39617.88,39617.88,82486,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15571,0.0,0,64,44477.61356,64,44477.61356,
32955,1585,xnjmway5,4208,2309,t0000487,30,rent,Rent - Base,2,Monthly,44501,44681.0,4333.33,4333.33,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15582,0.0,0,104,44480.57926,104,44480.57926,
32956,1585,xnjmway5,4208,2309,t0000487,34,retaxest,RE TAX Estimate - CY,2,Monthly,44501,44681.0,950.0,950.0,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15583,0.0,0,104,44480.57927,104,44480.57927,
11364,1585,xnjmway5,1547,2384,t0000495,30,rent,Rent - Base,2,Monthly,41579,43404.0,1442.0,1442.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4861,0.0,0,104,44383.55281,104,44383.55281,
3654,1388,xnj2036b,498,1390,t0000454,30,rent,Rent - Base,2,Monthly,44197,44377.0,4647.05,4647.05,15075,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1599,0.0,0,35,44343.62882,230,44922.63747,
3655,1388,xnj2036b,498,1390,t0000454,4,camest,CAM Estimate - CY,2,Monthly,43922,44561.0,3696.01,3696.01,15075,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1600,0.0,0,35,44343.6291,104,44560.38451,
3656,1389,xnj6000i,496,1387,t0000451,30,rent,Rent - Base,2,Monthly,42856,43220.0,20327.42,20327.42,34847,,0,0,0,0,0,0,0,0,0,0,0,0,13.0,19,1601,0.0,0,104,44343.6301,104,44560.39707,
3657,1389,xnj6000i,496,1387,t0000451,30,rent,Rent - Base,2,Monthly,43221,43585.0,23231.33,23231.33,34847,,0,0,0,0,0,0,0,0,0,0,0,0,13.0,19,1601,0.0,0,104,44343.6301,104,44560.39707,
3658,1389,xnj6000i,496,1387,t0000451,30,rent,Rent - Base,2,Monthly,43586,43951.0,26135.28,26135.28,34847,,0,0,0,0,0,0,0,0,0,0,0,0,13.0,19,1601,0.0,0,104,44343.6301,104,44560.39707,
3659,1389,xnj6000i,496,1387,t0000451,30,rent,Rent - Base,2,Monthly,43952,44316.0,26861.23,26861.23,34847,,0,0,0,0,0,0,0,0,0,0,0,0,13.0,19,1601,0.0,0,104,44343.6301,104,44560.39707,
3660,1389,xnj6000i,496,1387,t0000451,30,rent,Rent - Base,2,Monthly,44317,44681.0,27587.21,27587.21,34847,,0,0,0,0,0,0,0,0,0,0,0,0,13.0,19,1601,0.0,0,104,44343.6301,104,44560.39707,
3661,1389,xnj6000i,496,1387,t0000451,30,rent,Rent - Base,2,Monthly,44682,45169.0,29039.17,29039.17,34847,,0,0,0,0,0,0,0,0,0,0,0,0,13.0,19,1601,32917.0,0,104,44343.63162,230,45040.57517,
