SCODE,hMy,hCode,sCode1,sName,HEADERPROPATTRIBUTES,DACQUISITIONDATE,LACQUISITIONSTRATEGY,TBUILDING,NYEARBUILT,NOFFICEPERCENT,TPARCELNUMBER,IPURCHASENOI,NPURCHASEOCCUPANCY,NPURCHASEPRICE,NOTHERACQCOSTS,NPURCHASEWALT,LBOXSHAPE,LCONSTRUCTIONTYPE,LCONSTRUCTIONTYPE2,LCONSTRUCTIONTYPE3,LCONSTRUCTIONTYPE4,LCONSTRUCTIONTYPE5,LSPRINKLERTYPE,LSPRINKLERTYPE2,LSPRINKLERTYPE3,LSPRINKLERTYPE4,LSPRINKLERTYPE5,HROOF,TROOFREPLACEMENTYEAR,LROOFTYPE,LROOFTYPE2,LROOFTYPE3,LROOFTYPE4,LROOFTYPE5,HACCESS,NLANDAREA,LLOADTYPE,LLOADTYPE2,LLOADTYPE3,LLOADTYPE4,LLOADTYPE5,NMAXCOLUMNSSPACELENGTH,NIMAXCOLUMNSSPACEWIDTH,NTRUCKMAXCOURTDEPT,NMINCLEARHEIGHT,IMAXCLEARHEIGHT,INUMBEROFDOCKHIGHDOORS,INUMBEROFDRIVEIN,HDISPOSITIONINFORMATION,DDISPOSITIONDATE,NDISPOSITIONPRICE,NDISPOSITIONNOI,HEADERTOBEDELETED,HEADERACQINFORMATION,COURTTRUCKTYPE,NPARKINGSPOTS,HEADERMEPANDUTILITIES,FIREALARMYESNO,COLDSTORAGEYESNO,EXTERIORLIGHTTYPE,GENERATORYESNO,GENERATORFUEL,FIREPUMPYESNO,FIREWATERTANKYESNO,GENERATORSIZE,SEWEGETYPE,EVCHARGEYESNO,UTILITYACCOUNTHOLDER,GASPROVIDER,ELECTRICPROVIDER,WATERSEWERPROVIDER,headerenviromental,SOLARYESNO,SOLARPOWER,RECYCLINGYESNO,WHATISRECYCLED,ENVISSUESTATUS,ENVNOTES,SPRINKLERCOVERAGEPRECENT
"gaspa102",41,915,"!00001","","","2017-09-29 00:00:00","","",0,0,"r6313-140",0,0,7750000,0,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gaga1104",42,917,"!00001","","","2018-10-01 00:00:00","","BLDG 100",0,0,"072-01010002",0,0,8445488,550000,0,"","Metal","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"","2022-09-22 00:00:00",10650000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gajoh105",43,918,"!00001","","","2018-02-28 00:00:00","","",0,0,"",0,0,0,0,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"","2021-01-26 00:00:00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ohhon001",44,919,1000052,"","","2019-07-01 00:00:00","","",1969,1.8,"A0700016000124",748600,100,9500000,361019.82,0,"Rectangle","Other","","","","","Wet","","","","","","1993: 74,000sf 1994: 120,000sf 2010: 20,000sf","BUR","Other","","","","",19.98,"Cross Dock","","","","",0,0,155,20,30,24,2,"","2022-06-22 00:00:00",12816000,44761,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnwl9001",45,920,"!00001","","","2019-03-25 00:00:00","N/A","",0,0,"",0,0,1500000,180000,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"","2019-08-29 00:00:00",2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnwl1002",46,921,1000081,"","","2019-03-15 00:00:00","","",1990,21,"",200713.58,80,2917349,55832.34,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2008,"BUR","Other","","","","",7.65,"Rear Load","","","","",0,0,100,18,18,18,3,"","2022-06-22 00:00:00",3604000,282906,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnwl4003",47,922,1000083,"","","2019-03-15 00:00:00","","",1989,18,"",209440.26,80,3044190,58260.1,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2008,"BUR","Other","","","","",10.22,"Rear Load","","","","",0,0,121,18,18,18,3,"","2022-06-22 00:00:00",5095000,286067,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnwl5004",48,923,1000084,"","","2019-03-15 00:00:00","","",1991,8.4,"",240856.3,80,3500818,66999.61,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2004,"TPO","Other","","","","",7.67,"Rear Load","","","","",0,0,0,25,25,27,2,"","2022-06-22 00:00:00",5706000,287820,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnwl7005",49,924,1000085,"","","2019-03-15 00:00:00","","",1986,24,"",195477.58,80,2841244,54376.09,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",1986,"BUR","Other","","","","",5.89,"Rear Load","","","","",0,0,155,18,18,23,3,"","2022-06-22 00:00:00",4514000,257312,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnw13006",50,925,1000080,"","","2019-03-15 00:00:00","","",1985,8,"",115192.14,80,1674304,32043.55,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",1985,"BUR","Other","","","","",3.04,"Side Load","","","","",0,0,100,18,18,10,10,"","2022-06-22 00:00:00",2567000,159000,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tndan007",51,926,1000066,"","","2019-05-29 00:00:00","","",1969,8,"",142870,85,1300000,53957.21,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",2014,"TPO","Other","","","","",6.3,"Front Load","","","","",0,0,148,18,18,16,2,"","2022-06-22 00:00:00",1211000,212919,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnlak008",52,927,1000067,"","","2019-08-30 00:00:00","","",1988,2,"",352469.35,100,3970000,171836.45,0,"Rectangle","Tilt-up/Concrete","","","","","Wet","","","","","",1988,"Metal","Other","","","","",9.66,"Front Load","","","","",0,0,266,24,24,16,1,"","2022-06-22 00:00:00",5367000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnwl3009",53,928,1000082,"","","2019-08-30 00:00:00","","",1986,23,"",273543.08,100,2597750,119396.42,0,"Rectangle","Tilt-up/Concrete","Masonry","","","","Wet","","","","","",1986,"TPO","Other","","","","",7.2,"Rear Load","","","","",0,0,121,18,18,3,0,"","2022-06-22 00:00:00",3894000,320460,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"tnb10010",54,929,1000063,"","","2019-08-15 00:00:00","","",1965,1,"",100182.4,89,1195494,60732.54,0,"Rectangle","Masonry","","","","","Wet","","","","","",2014,"BUR","Other","","","","",3.9,"Front Load","","","","",0,0,235,18,18,10,1,"","2022-06-22 00:00:00",1908000,117018,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"tnb12011",55,930,1000065,"","","2019-08-15 00:00:00","","",1953,2.4,"",40072.96,89,478198,24292.62,0,"Rectangle","Masonry","","","","","Wet","Dry","","","","",2017,"TPO","Other","","","","",3.5,"Front Load","","","","Cross Dock",0,0,68,14,14,12,1,"","2022-06-22 00:00:00",2160000,148264,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"tnb11012",56,931,1000064,"","","2019-08-15 00:00:00","","",1957,1,"",112204.29,89,1338953,68020.73,0,"Other","Masonry","","","","","Wet","","","","","",2014,"TPO","Other","","","","",3.3,"Front Load","","","","",0,0,67,16,16,22,1,"","2022-06-22 00:00:00",2848000,203384,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"tnb03013",57,932,1000061,"","","2019-08-30 00:00:00","","",1966,5,"",104189.69,89,1243314,63161.6,0,"Rectangle","Tilt-up/Concrete","Masonry","","","","Wet","Dry","","","","","2011 , 2014","TPO","Other","","","","",10.52,"Front Load","","","","",0,0,72,16,16,20,2,"","2022-06-22 00:00:00",3410000,88273,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"tnb09014",58,933,1000062,"","","2019-08-15 00:00:00","","",1967,11,"",61712.36,89,736424,37411.55,0,"Rectangle","Tilt-up/Concrete","Masonry","","","","None","","","","","",2014,"TPO","Other","","","","",2.5,"Front Load","","","","",0,0,126,16,16,7,3,"","2022-06-22 00:00:00",969000,79595,"","","",0,"","","No","","No","","No","No",,"Sewer","No","","","","","","No",,"No","","No Issue","",0
"tnamz015",59,934,1000060,"","","2019-08-30 00:00:00","","",1965,8,"",558800.1,100,9267000,387000,0,"Square","Tilt-up/Concrete","","","","","Wet","","","","","",2019,"TPO","Other","","","","",9.01,"Cross Dock","","","","",0,0,130,20,20,7,2,"","2022-06-22 00:00:00",9067000,57777,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnfre100",60,935,"!00001","","","2013-12-20 00:00:00","","",0,0,"",0,0,1536000,98356,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"","2021-10-05 00:00:00",1375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnvan101",61,936,"!00001","","","2015-04-02 00:00:00","","",0,0,"",0,0,7200000,790000,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"","2022-01-31 00:00:00",8250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnorl102",62,937,"!00001","","","2015-12-29 00:00:00","","",0,0,"",0,0,5304000,1081000,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"","2022-10-03 00:00:00",7000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tncha104",63,939,"!00001","","","2015-10-07 00:00:00","","",0,100,"",0,0,8960000,1208000,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","Faropoint","","","","","No",,"No","","No Issue","",0
"tnuni106",64,941,"!00001","","","2017-11-03 00:00:00","","",0,100,"",0,0,9200000,889870,0,"","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","Faropoint","","","","","No",,"No","","No Issue","",0
"tnpop107",65,942,"!00001","","","2017-11-03 00:00:00","","",0,100,"",0,0,10100000,861130,0,"","Other","","","","","Other","","","","","","","","","","","","",0,"","","","","",0,0,0,0,0,0,0,"",,0,0,"","","",0,"","","No","","No","","No","No",,"Sewer","No","Faropoint","","","","","No",,"No","","No Issue","",0
"tnshe201",66,945,"!00001","","","2018-02-16 00:00:00","","",0,0,"",0,0,5213000,246750,0,"","","","","","","","","","","","","","","","","","","",9.2,"","","","","",0,0,0,0,24,0,0,"","2020-12-17 00:00:00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnper202",67,946,"!00001","","","2018-02-16 00:00:00","","",0,0,"",0,0,2250000,213001.5,0,"","Tilt-up/Concrete","","","","","","","","","","","","","","","","","",4.1,"","","","","",0,0,0,0,18,0,0,"","2020-12-17 00:00:00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tnpre203",68,947,"!00001","","","2018-02-16 00:00:00","","",0,0,"",0,0,2400000,227201.6,0,"","Tilt-up/Concrete","","","","","","","","","","","","","","","","","",6.8,"","","","","",0,0,0,0,18,0,0,"","2020-12-17 00:00:00",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
