Property Code,Property Address,Building ID,Fund,Market,Status,Is Land?,Acq. Date,Acq. Strategy,Year Built,Parcel,% Office,Building Shape,Construction Type 1,Construction Type 2,Construction Type 3,Roof replacement,Roof Type 1,Roof Type 2,Roof Type 3,Roof Type 4,Land (Acres),Loading Type 1,Loading Type 2,Loading Type 3,Loading Type 4,Loading Type 5,Max Truck Court Depth,Min. Clear Height,Max. Clear Height,# Dock Doors,# of Drive Ins,Truck Court Type,# Parking Spots,Fire Alarm,Sprinkler Type 1,Sprinkler Type 2,Sprinkler Coverage %,Cold Storage,Ext. Light Type,Generator,Generator Fuel Type,Generator Size,EV Charge,Fire Pump,Fire Water Tank,Sewege Type,Utility Acc. Holder,Gas Provider,Electric Provider,Water Provider,Solar,Solar Power,Recycling,What is recycled?,Enviromental Issues?,Enviromental Notes
"tncha104","3725 Champion Hills","","FRG 3                                                                           ","Memphis","Sold                                                                            ",,"2015-10-07 00:00:00","",0,"",100,"","","","","","","","","",0,"","","","","",0,0,0,0,0,"",0,"","","",0,"No","","No","",,"No","No","No","Sewer","Faropoint","","","","No",,"No","","No Issue",""
"tnuni106","2670 Union Ave. Extended","","FRG 6                                                                           ","Memphis","Sold                                                                            ",,"2017-11-03 00:00:00","",0,"",100,"","","","","","","","","",0,"","","","","",0,0,0,0,0,"",0,"","","",0,"No","","No","",,"No","No","No","Sewer","Faropoint","","","","No",,"No","","No Issue",""
"tnpop107","6263 Poplar","","FRG 6                                                                           ","Memphis","Sold                                                                            ",,"2017-11-03 00:00:00","",0,"",100,"","Other","","","","","","","",0,"","","","","",0,0,0,0,0,"",0,"","Other","",0,"No","","No","",,"No","No","No","Sewer","Faropoint","","","","No",,"No","","No Issue",""
"tnshe201","Shelby Drive","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-02-16 00:00:00","",0,"",0,"","","","","","","","","",9.2,"","","","","",0,0,24,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tnper202","3670 S. Perkins Road","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-02-16 00:00:00","",0,"",0,"","Tilt-up/Concrete","","","","","","","",4.1,"","","","","",0,0,18,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tnpre203","3980 Premier","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-02-16 00:00:00","",0,"",0,"","Tilt-up/Concrete","","","","","","","",6.8,"","","","","",0,0,18,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tnone204","3365 One Place Memphis","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-02-16 00:00:00","",0,"",0,"","Tilt-up/Concrete","","","","","","","",1.2,"","","","","",0,0,18,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"mspri205","7560 Priority Lane","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-02-16 00:00:00","",0,"",0,"","Tilt-up/Concrete","","","","","","","",3.5,"","","","","",0,0,22,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tnout206","4001 Outland Road Memphis, TN","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-04-30 00:00:00","",0,"",16.7,"","Tilt-up/Concrete","","","","","","","",5,"","","","","",0,0,24,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tnwil207","4049 Willow Lake Blvd. Memphis","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-04-30 00:00:00","",0,"",0,"","","","","","","","","",12.6,"","","","","",0,0,26,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tndis209","3650-4665 Distriplex Drive","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-08-30 00:00:00","",0,"",0,"","Tilt-up/Concrete","","","","","","","",14.8,"","","","","",0,0,26,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"msmar210","10455 Marina Dr","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-09-14 00:00:00","",0,"",0,"","Tilt-up/Concrete","","","","","","","",12.1,"","","","","",0,0,24,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"tnsou211","1814 South Third Street","","FRG 8                                                                           ","Memphis","Sold                                                                            ",,"2018-09-14 00:00:00","",0,"",0,"","","","","","","","","",10.3,"","","","","",0,0,24,0,0,,,,"","",,,,,,,,,,,,,,,,,,,,
"gable014","137 Bledsoe Rd","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2019-12-27 00:00:00","",2008,"085-5076-045",9,"Rectangle","Metal","Masonry","",2018,"Metal","Other","","",3.15,"Rear Load","","","","",0,29,29,4,2,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"gagra015","1845 Grassland Parkway","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-01-30 00:00:00","",1990,"018-070",22,"Rectangle","Tilt-up/Concrete","","",2007,"EPDM","Other","","",2.17,"Side Load","","","","",60,28,28,1,5,,,,"None","",,,,,,,,,,,,,,,,,,,,
"gacom016","4570 Commerce Circle SW","","FRG IX                                                                          ","Atlanta","Sold                                                                            ",,"2020-01-07 00:00:00","",1964,"14f-0057-ll-028-9",22,"Rectangle","Masonry","","",2018,"TPO","Other","","",2.3,"Other","","","","",0,20,20,6,0,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"ohkem002","1310-1330 Kemper Meadow Drive",1310,"FRG IX                                                                          ","Cincinnati","Sold                                                                            ",,"2019-11-11 00:00:00","",1988,"591-0015-0034-00",100,"Other","Masonry","","",2004,"Metal","Other","","",9.93,"Rear Load","","","","",122,17,18,1,0,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"ohkem002","1310-1330 Kemper Meadow Drive",1320,"FRG IX                                                                          ","Cincinnati","Sold                                                                            ",,"2019-11-11 00:00:00","",1988,"591-0015-0034-00",100,"Other","Masonry","","",2004,"Metal","Other","","",9.93,"Rear Load","","","","",122,17,18,6,2,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"ohkem002","1310-1330 Kemper Meadow Drive",1330,"FRG IX                                                                          ","Cincinnati","Sold                                                                            ",,"2019-11-11 00:00:00","",1988,"591-0015-0034-00",100,"Rectangle","Masonry","","",2004,"Metal","Other","","",9.93,"Rear Load","","","Cross Dock","",122,17,18,5,0,"",0,"","Wet","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
"ohfai003","7042-7068 Fairfield Business Center Dr","","FRG IX                                                                          ","Cincinnati","Sold                                                                            ",,"2019-11-11 00:00:00","",1987,"",100,"","Other","","",2004,"Metal","","","",4,"Other","","","","",0,16,18,0,15,,,,"Wet","",,,,,,,,,,,,,,,,,,,,
"ohwar004","420 Wards Corner Rd","","FRG IX                                                                          ","Cincinnati","Sold                                                                            ",,"2019-12-12 00:00:00","",1985,"182518K060",73,"Rectangle","Masonry","Metal","","1985 (420): 50,000sf 2018 (422): 50,600sf","Metal","Other","","",3.74,"Rear Load","","","","",105,14,15,3,3,"",0,"","Other","",0,"No","","No","",,"No","No","No","Sewer","","","","","No",,"No","","No Issue",""
