hmy naics,naics code,naics desc
673,332510,Hardware Manufacturing
674,3326,Spring and Wire Product Manufacturing
675,33261,Spring and Wire Product Manufacturing
676,332613,Spring Manufacturing
677,332618,Other Fabricated Wire Product Manufacturing
678,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
679,33271,Machine Shops
680,332710,Machine Shops
681,33272,"Turned Product and Screw, Nut, and Bolt Manufacturing"
682,332721,Precision Turned Product Manufacturing
683,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
684,3328,"Coating, Engraving, Heat Treating, and Allied Activities"
685,33281,"Coating, Engraving, Heat Treating, and Allied Activities"
686,332811,Metal Heat Treating
687,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to"
688,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
689,3329,Other Fabricated Metal Product Manufacturing
690,33291,Metal Valve Manufacturing
691,332911,Industrial Valve Manufacturing
692,332912,Fluid Power Valve and Hose Fitting Manufacturing
693,332913,Plumbing Fixture Fitting and Trim Manufacturing
694,332919,Other Metal Valve and Pipe Fitting Manufacturing
695,33299,All Other Fabricated Metal Product Manufacturing
696,332991,Ball and Roller Bearing Manufacturing
697,332992,Small Arms Ammunition Manufacturing
698,332993,Ammunition (except Small Arms) Manufacturing
699,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
700,332996,Fabricated Pipe and Pipe Fitting Manufacturing
701,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
702,333,Machinery Manufacturing
703,3331,"Agriculture, Construction, and Mining Machinery Manufacturing"
704,33311,Agricultural Implement Manufacturing
705,333111,Farm Machinery and Equipment Manufacturing
706,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
707,33312,Construction Machinery Manufacturing
708,333120,Construction Machinery Manufacturing
709,33313,Mining and Oil and Gas Field Machinery Manufacturing
710,333131,Mining Machinery and Equipment Manufacturing
711,333132,Oil and Gas Field Machinery and Equipment Manufacturing
712,3332,Industrial Machinery Manufacturing
713,33324,Industrial Machinery Manufacturing
714,333241,Food Product Machinery Manufacturing
715,333242,Semiconductor Machinery Manufacturing
716,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing"
717,333244,Printing Machinery and Equipment Manufacturing
718,333249,Other Industrial Machinery Manufacturing
719,3333,Commercial and Service Industry Machinery Manufacturing
720,33331,Commercial and Service Industry Machinery Manufacturing
721,333314,Optical Instrument and Lens Manufacturing
722,333316,Photographic and Photocopying Equipment Manufacturing
723,333318,Other Commercial and Service Industry Machinery Manufacturing
724,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment M"
725,33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment M"
726,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufact
727,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
728,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Re
729,3335,Metalworking Machinery Manufacturing
730,33351,Metalworking Machinery Manufacturing
731,333511,Industrial Mold Manufacturing
732,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
733,333515,Cutting Tool and Machine Tool Accessory Manufacturing
734,333517,Machine Tool Manufacturing
735,333519,Rolling Mill and Other Metalworking Machinery Manufacturing
736,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
737,33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
738,333611,Turbine and Turbine Generator Set Units Manufacturing
739,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
740,333613,Mechanical Power Transmission Equipment Manufacturing
741,333618,Other Engine Equipment Manufacturing
742,3339,Other General Purpose Machinery Manufacturing
743,33391,Pump and Compressor Manufacturing
744,333912,Air and Gas Compressor Manufacturing
745,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
746,33392,Material Handling Equipment Manufacturing
747,333921,Elevator and Moving Stairway Manufacturing
748,333922,Conveyor and Conveying Equipment Manufacturing
749,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
750,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
751,33399,All Other General Purpose Machinery Manufacturing
752,333991,Power-Driven Handtool Manufacturing
753,333992,Welding and Soldering Equipment Manufacturing
754,333993,Packaging Machinery Manufacturing
755,333994,Industrial Process Furnace and Oven Manufacturing
756,333995,Fluid Power Cylinder and Actuator Manufacturing
757,333996,Fluid Power Pump and Motor Manufacturing
758,333997,Scale and Balance Manufacturing
759,333999,All Other Miscellaneous General Purpose Machinery Manufacturing
760,334,Computer and Electronic Product Manufacturing
761,3341,Computer and Peripheral Equipment Manufacturing
762,33411,Computer and Peripheral Equipment Manufacturing
763,334111,Electronic Computer Manufacturing
764,334112,Computer Storage Device Manufacturing
765,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
766,3342,Communications Equipment Manufacturing
767,33421,Telephone Apparatus Manufacturing
768,334210,Telephone Apparatus Manufacturing
769,33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufact
770,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufact
771,33429,Other Communications Equipment Manufacturing
772,334290,Other Communications Equipment Manufacturing
773,3343,Audio and Video Equipment Manufacturing
774,33431,Audio and Video Equipment Manufacturing
775,334310,Audio and Video Equipment Manufacturing
776,3344,Semiconductor and Other Electronic Component Manufacturing
777,33441,Semiconductor and Other Electronic Component Manufacturing
778,334412,Bare Printed Circuit Board Manufacturing
779,334413,Semiconductor and Related Device Manufacturing
780,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing"
781,334417,Electronic Connector Manufacturing
782,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
783,334419,Other Electronic Component Manufacturing
784,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
785,33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
786,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing
787,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and I"
788,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and A"
789,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Co"
790,334514,Totalizing Fluid Meter and Counting Device Manufacturing
791,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Si
792,334516,Analytical Laboratory Instrument Manufacturing
793,334517,Irradiation Apparatus Manufacturing
794,334519,Other Measuring and Controlling Device Manufacturing
795,3346,Manufacturing and Reproducing Magnetic and Optical Media
796,33461,Manufacturing and Reproducing Magnetic and Optical Media
797,334613,Blank Magnetic and Optical Recording Media Manufacturing
798,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"
799,335,"Electrical Equipment, Appliance, and Component Manufacturing"
800,3351,Electric Lighting Equipment Manufacturing
801,33511,Electric Lamp Bulb and Part Manufacturing
802,335110,Electric Lamp Bulb and Part Manufacturing
803,33512,Lighting Fixture Manufacturing
804,335121,Residential Electric Lighting Fixture Manufacturing
805,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturin"
806,335129,Other Lighting Equipment Manufacturing
807,3352,Household Appliance Manufacturing
808,33521,Small Electrical Appliance Manufacturing
809,335210,Small Electrical Appliance Manufacturing
810,33522,Major Household Appliance Manufacturing
811,335220,Major Household Appliance Manufacturing
812,3353,Electrical Equipment Manufacturing
813,33531,Electrical Equipment Manufacturing
814,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
815,335312,Motor and Generator Manufacturing
816,335313,Switchgear and Switchboard Apparatus Manufacturing
817,335314,Relay and Industrial Control Manufacturing
818,3359,Other Electrical Equipment and Component Manufacturing
819,33591,Battery Manufacturing
820,335911,Storage Battery Manufacturing
821,335912,Primary Battery Manufacturing
822,33592,Communication and Energy Wire and Cable Manufacturing
823,335921,Fiber Optic Cable Manufacturing
824,335929,Other Communication and Energy Wire Manufacturing
825,33593,Wiring Device Manufacturing
826,335931,Current-Carrying Wiring Device Manufacturing
827,335932,Noncurrent-Carrying Wiring Device Manufacturing
828,33599,All Other Electrical Equipment and Component Manufacturing
829,335991,Carbon and Graphite Product Manufacturing
830,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
831,336,Transportation Equipment Manufacturing
832,3361,Motor Vehicle Manufacturing
833,33611,Automobile and Light Duty Motor Vehicle Manufacturing
834,336111,Automobile Manufacturing
835,336112,Light Truck and Utility Vehicle Manufacturing
836,33612,Heavy Duty Truck Manufacturing
837,336120,Heavy Duty Truck Manufacturing
838,3362,Motor Vehicle Body and Trailer Manufacturing
839,33621,Motor Vehicle Body and Trailer Manufacturing
840,336211,Motor Vehicle Body Manufacturing
841,336212,Truck Trailer Manufacturing
842,336213,Motor Home Manufacturing
843,336214,Travel Trailer and Camper Manufacturing
844,3363,Motor Vehicle Parts Manufacturing
845,33631,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
846,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
847,33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing
848,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing
849,33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
850,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
851,33634,Motor Vehicle Brake System Manufacturing
852,336340,Motor Vehicle Brake System Manufacturing
853,33635,Motor Vehicle Transmission and Power Train Parts Manufacturing
854,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing
855,33636,Motor Vehicle Seating and Interior Trim Manufacturing
856,336360,Motor Vehicle Seating and Interior Trim Manufacturing
857,33637,Motor Vehicle Metal Stamping
858,336370,Motor Vehicle Metal Stamping
859,33639,Other Motor Vehicle Parts Manufacturing
860,336390,Other Motor Vehicle Parts Manufacturing
861,3364,Aerospace Product and Parts Manufacturing
862,33641,Aerospace Product and Parts Manufacturing
863,336411,Aircraft Manufacturing
864,336412,Aircraft Engine and Engine Parts Manufacturing
865,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
866,336414,Guided Missile and Space Vehicle Manufacturing
867,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manuf
868,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturi
869,3365,Railroad Rolling Stock Manufacturing
870,33651,Railroad Rolling Stock Manufacturing
871,336510,Railroad Rolling Stock Manufacturing
872,3366,Ship and Boat Building
873,33661,Ship and Boat Building
874,336611,Ship Building and Repairing
875,336612,Boat Building
876,3369,Other Transportation Equipment Manufacturing
877,33699,Other Transportation Equipment Manufacturing
878,336991,"Motorcycle, Bicycle, and Parts Manufacturing"
879,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"
880,336999,All Other Transportation Equipment Manufacturing
881,337,Furniture and Related Product Manufacturing
882,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
883,33711,Wood Kitchen Cabinet and Countertop Manufacturing
884,337110,Wood Kitchen Cabinet and Countertop Manufacturing
885,33712,Household and Institutional Furniture Manufacturing
886,337121,Upholstered Household Furniture Manufacturing
887,337122,Nonupholstered Wood Household Furniture Manufacturing
888,337124,Metal Household Furniture Manufacturing
889,337125,Household Furniture (except Wood and Metal) Manufacturing
890,337127,Institutional Furniture Manufacturing
891,3372,Office Furniture (including Fixtures) Manufacturing
892,33721,Office Furniture (including Fixtures) Manufacturing
893,337211,Wood Office Furniture Manufacturing
894,337212,Custom Architectural Woodwork and Millwork Manufacturing
895,337214,Office Furniture (except Wood) Manufacturing
896,337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
897,3379,Other Furniture Related Product Manufacturing
898,33791,Mattress Manufacturing
899,337910,Mattress Manufacturing
900,33792,Blind and Shade Manufacturing
901,337920,Blind and Shade Manufacturing
902,339,Miscellaneous Manufacturing
903,3391,Medical Equipment and Supplies Manufacturing
904,33911,Medical Equipment and Supplies Manufacturing
905,339112,Surgical and Medical Instrument Manufacturing
906,339113,Surgical Appliance and Supplies Manufacturing
907,339114,Dental Equipment and Supplies Manufacturing
908,339115,Ophthalmic Goods Manufacturing
909,339116,Dental Laboratories
910,3399,Other Miscellaneous Manufacturing
911,33991,Jewelry and Silverware Manufacturing
912,339910,Jewelry and Silverware Manufacturing
913,33992,Sporting and Athletic Goods Manufacturing
914,339920,Sporting and Athletic Goods Manufacturing
915,33993,"Doll, Toy, and Game Manufacturing"
916,339930,"Doll, Toy, and Game Manufacturing"
917,33994,Office Supplies (except Paper) Manufacturing
918,339940,Office Supplies (except Paper) Manufacturing
919,33995,Sign Manufacturing
920,339950,Sign Manufacturing
921,33999,All Other Miscellaneous Manufacturing
922,339991,"Gasket, Packing, and Sealing Device Manufacturing"
923,339992,Musical Instrument Manufacturing
924,339993,"Fastener, Button, Needle, and Pin Manufacturing"
925,339994,"Broom, Brush, and Mop Manufacturing"
926,339995,Burial Casket Manufacturing
927,339999,All Other Miscellaneous Manufacturing
928,42,Wholesale Trade
929,423,"Merchant Wholesalers, Durable Goods"
930,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers
931,42311,Automobile and Other Motor Vehicle Merchant Wholesalers
932,423110,Automobile and Other Motor Vehicle Merchant Wholesalers
933,42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers
934,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers
935,42313,Tire and Tube Merchant Wholesalers
936,423130,Tire and Tube Merchant Wholesalers
937,42314,Motor Vehicle Parts (Used) Merchant Wholesalers
938,423140,Motor Vehicle Parts (Used) Merchant Wholesalers
939,4232,Furniture and Home Furnishing Merchant Wholesalers
940,42321,Furniture Merchant Wholesalers
941,423210,Furniture Merchant Wholesalers
942,42322,Home Furnishing Merchant Wholesalers
943,423220,Home Furnishing Merchant Wholesalers
944,4233,Lumber and Other Construction Materials Merchant Wholesalers
945,42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
946,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
947,42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
948,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
949,42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
950,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
951,42339,Other Construction Material Merchant Wholesalers
952,423390,Other Construction Material Merchant Wholesalers
953,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers
954,42341,Photographic Equipment and Supplies Merchant Wholesalers
955,423410,Photographic Equipment and Supplies Merchant Wholesalers
956,42342,Office Equipment Merchant Wholesalers
957,423420,Office Equipment Merchant Wholesalers
958,42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
959,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
960,42344,Other Commercial Equipment Merchant Wholesalers
961,423440,Other Commercial Equipment Merchant Wholesalers
962,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
963,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
964,42346,Ophthalmic Goods Merchant Wholesalers
965,423460,Ophthalmic Goods Merchant Wholesalers
966,42349,Other Professional Equipment and Supplies Merchant Wholesalers
967,423490,Other Professional Equipment and Supplies Merchant Wholesalers
968,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers
969,42351,Metal Service Centers and Other Metal Merchant Wholesalers
970,423510,Metal Service Centers and Other Metal Merchant Wholesalers
971,42352,Coal and Other Mineral and Ore Merchant Wholesalers
972,423520,Coal and Other Mineral and Ore Merchant Wholesalers
973,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
974,42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merch"
975,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merch"
976,42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Who"
977,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Who"
978,42369,Other Electronic Parts and Equipment Merchant Wholesalers
979,423690,Other Electronic Parts and Equipment Merchant Wholesalers
980,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
981,42371,Hardware Merchant Wholesalers
982,423710,Hardware Merchant Wholesalers
983,42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
984,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
985,42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesaler
986,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesaler
987,42374,Refrigeration Equipment and Supplies Merchant Wholesalers
988,423740,Refrigeration Equipment and Supplies Merchant Wholesalers
989,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers"
990,42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Whole
991,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Whole
992,42382,Farm and Garden Machinery and Equipment Merchant Wholesalers
993,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
994,42383,Industrial Machinery and Equipment Merchant Wholesalers
995,423830,Industrial Machinery and Equipment Merchant Wholesalers
996,42384,Industrial Supplies Merchant Wholesalers
997,423840,Industrial Supplies Merchant Wholesalers
998,42385,Service Establishment Equipment and Supplies Merchant Wholesalers
999,423850,Service Establishment Equipment and Supplies Merchant Wholesalers
1000,42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesaler
1001,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesaler
1002,4239,Miscellaneous Durable Goods Merchant Wholesalers
1003,42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers
1004,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
1005,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers
1006,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers
1007,42393,Recyclable Material Merchant Wholesalers
1008,423930,Recyclable Material Merchant Wholesalers
1009,42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
1010,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
1011,42399,Other Miscellaneous Durable Goods Merchant Wholesalers
1012,423990,Other Miscellaneous Durable Goods Merchant Wholesalers
1013,424,"Merchant Wholesalers, Nondurable Goods"
1014,4241,Paper and Paper Product Merchant Wholesalers
1015,42411,Printing and Writing Paper Merchant Wholesalers
1016,424110,Printing and Writing Paper Merchant Wholesalers
1017,42412,Stationery and Office Supplies Merchant Wholesalers
1018,424120,Stationery and Office Supplies Merchant Wholesalers
1019,42413,Industrial and Personal Service Paper Merchant Wholesalers
1020,424130,Industrial and Personal Service Paper Merchant Wholesalers
1021,4242,Drugs and Druggists' Sundries Merchant Wholesalers
1022,42421,Drugs and Druggists' Sundries Merchant Wholesalers
1023,424210,Drugs and Druggists' Sundries Merchant Wholesalers
1024,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers"
1025,42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
1026,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
1027,42432,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
1028,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
1029,42433,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
1030,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
1031,42434,Footwear Merchant Wholesalers
1032,424340,Footwear Merchant Wholesalers
1033,4244,Grocery and Related Product Merchant Wholesalers
1034,42441,General Line Grocery Merchant Wholesalers
1035,424410,General Line Grocery Merchant Wholesalers
1036,42442,Packaged Frozen Food Merchant Wholesalers
1037,424420,Packaged Frozen Food Merchant Wholesalers
1038,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers
1039,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers
1040,42444,Poultry and Poultry Product Merchant Wholesalers
1041,424440,Poultry and Poultry Product Merchant Wholesalers
1042,42445,Confectionery Merchant Wholesalers
1043,424450,Confectionery Merchant Wholesalers
1044,42446,Fish and Seafood Merchant Wholesalers
1045,424460,Fish and Seafood Merchant Wholesalers
1046,42447,Meat and Meat Product Merchant Wholesalers
1047,424470,Meat and Meat Product Merchant Wholesalers
1048,42448,Fresh Fruit and Vegetable Merchant Wholesalers
1049,424480,Fresh Fruit and Vegetable Merchant Wholesalers
1050,42449,Other Grocery and Related Products Merchant Wholesalers
1051,424490,Other Grocery and Related Products Merchant Wholesalers
1052,4245,Farm Product Raw Material Merchant Wholesalers
1053,42451,Grain and Field Bean Merchant Wholesalers
1054,424510,Grain and Field Bean Merchant Wholesalers
1055,42452,Livestock Merchant Wholesalers
1056,424520,Livestock Merchant Wholesalers
1057,42459,Other Farm Product Raw Material Merchant Wholesalers
1058,424590,Other Farm Product Raw Material Merchant Wholesalers
1059,4246,Chemical and Allied Products Merchant Wholesalers
1060,42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
1061,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
1062,42469,Other Chemical and Allied Products Merchant Wholesalers
1063,424690,Other Chemical and Allied Products Merchant Wholesalers
1064,4247,Petroleum and Petroleum Products Merchant Wholesalers
1065,42471,Petroleum Bulk Stations and Terminals
1066,424710,Petroleum Bulk Stations and Terminals
1067,42472,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and
1068,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and
1069,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers"
1070,42481,Beer and Ale Merchant Wholesalers
1071,424810,Beer and Ale Merchant Wholesalers
1072,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
1073,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
1074,4249,Miscellaneous Nondurable Goods Merchant Wholesalers
1075,42491,Farm Supplies Merchant Wholesalers
1076,424910,Farm Supplies Merchant Wholesalers
1077,42492,"Book, Periodical, and Newspaper Merchant Wholesalers"
1078,424920,"Book, Periodical, and Newspaper Merchant Wholesalers"
1079,42493,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
1080,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
1081,42494,Tobacco and Tobacco Product Merchant Wholesalers
1082,424940,Tobacco and Tobacco Product Merchant Wholesalers
1083,42495,"Paint, Varnish, and Supplies Merchant Wholesalers"
1084,424950,"Paint, Varnish, and Supplies Merchant Wholesalers"
1085,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers
1086,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
1087,425,Wholesale Electronic Markets and Agents and Brokers
1088,4251,Wholesale Electronic Markets and Agents and Brokers
1089,42511,Business to Business Electronic Markets
1090,425110,Business to Business Electronic Markets
1091,42512,Wholesale Trade Agents and Brokers
1092,425120,Wholesale Trade Agents and Brokers
1093,44,Retail Trade
1094,45,Retail Trade
1095,441,Motor Vehicle and Parts Dealers
1096,4411,Automobile Dealers
1097,44111,New Car Dealers
1098,441110,New Car Dealers
1099,44112,Used Car Dealers
1100,441120,Used Car Dealers
1101,4412,Other Motor Vehicle Dealers
1102,44121,Recreational Vehicle Dealers
1103,441210,Recreational Vehicle Dealers
1104,44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers"
1105,441222,Boat Dealers
1106,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
1107,4413,"Automotive Parts, Accessories, and Tire Stores"
1108,44131,Automotive Parts and Accessories Stores
1109,441310,Automotive Parts and Accessories Stores
1110,44132,Tire Dealers
1111,441320,Tire Dealers
1112,442,Furniture and Home Furnishings Stores
1113,4421,Furniture Stores
1114,44211,Furniture Stores
1115,442110,Furniture Stores
1116,4422,Home Furnishings Stores
1117,44221,Floor Covering Stores
1118,442210,Floor Covering Stores
1119,44229,Other Home Furnishings Stores
1120,442291,Window Treatment Stores
1121,442299,All Other Home Furnishings Stores
1122,443,Electronics and Appliance Stores
1123,4431,Electronics and Appliance Stores
1124,44314,Electronics and Appliance Stores
1125,443141,Household Appliance Stores
1126,443142,Electronics Stores
1127,444,Building Material and Garden Equipment and Supplies Dealers
1128,4441,Building Material and Supplies Dealers
1129,44411,Home Centers
1130,444110,Home Centers
1131,44412,Paint and Wallpaper Stores
1132,444120,Paint and Wallpaper Stores
1133,44413,Hardware Stores
1134,444130,Hardware Stores
1135,44419,Other Building Material Dealers
1136,444190,Other Building Material Dealers
1137,4442,Lawn and Garden Equipment and Supplies Stores
1138,44421,Outdoor Power Equipment Stores
1139,444210,Outdoor Power Equipment Stores
1140,44422,"Nursery, Garden Center, and Farm Supply Stores"
1141,444220,"Nursery, Garden Center, and Farm Supply Stores"
1142,445,Food and Beverage Stores
1143,4451,Grocery Stores
1144,44511,Supermarkets and Other Grocery (except Convenience) Stores
1145,445110,Supermarkets and Other Grocery (except Convenience) Stores
1146,44512,Convenience Stores
1147,445120,Convenience Stores
1148,4452,Specialty Food Stores
1149,44521,Meat Markets
1150,445210,Meat Markets
1151,44522,Fish and Seafood Markets
1152,445220,Fish and Seafood Markets
1153,44523,Fruit and Vegetable Markets
1154,445230,Fruit and Vegetable Markets
1155,44529,Other Specialty Food Stores
1156,445291,Baked Goods Stores
1157,445292,Confectionery and Nut Stores
1158,445299,All Other Specialty Food Stores
1159,4453,"Beer, Wine, and Liquor Stores"
1160,44531,"Beer, Wine, and Liquor Stores"
1161,445310,"Beer, Wine, and Liquor Stores"
1162,446,Health and Personal Care Stores
1163,4461,Health and Personal Care Stores
1164,44611,Pharmacies and Drug Stores
1165,446110,Pharmacies and Drug Stores
1166,44612,"Cosmetics, Beauty Supplies, and Perfume Stores"
1167,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
1168,44613,Optical Goods Stores
1169,446130,Optical Goods Stores
1170,44619,Other Health and Personal Care Stores
1171,446191,Food (Health) Supplement Stores
1172,446199,All Other Health and Personal Care Stores
1173,447,Gasoline Stations
1174,4471,Gasoline Stations
1175,44711,Gasoline Stations with Convenience Stores
1176,447110,Gasoline Stations with Convenience Stores
1177,44719,Other Gasoline Stations
1178,447190,Other Gasoline Stations
1179,448,Clothing and Clothing Accessories Stores
1180,4481,Clothing Stores
1181,44811,Men's Clothing Stores
1182,448110,Men's Clothing Stores
1183,44812,Women's Clothing Stores
1184,448120,Women's Clothing Stores
1185,44813,Children's and Infants' Clothing Stores
1186,448130,Children's and Infants' Clothing Stores
1187,44814,Family Clothing Stores
1188,448140,Family Clothing Stores
1189,44815,Clothing Accessories Stores
1190,448150,Clothing Accessories Stores
1191,44819,Other Clothing Stores
1192,448190,Other Clothing Stores
1193,4482,Shoe Stores
1194,44821,Shoe Stores
1195,448210,Shoe Stores
1196,4483,"Jewelry, Luggage, and Leather Goods Stores"
1197,44831,Jewelry Stores
1198,448310,Jewelry Stores
1199,44832,Luggage and Leather Goods Stores
1200,448320,Luggage and Leather Goods Stores
1201,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
1202,4511,"Sporting Goods, Hobby, and Musical Instrument Stores"
1203,45111,Sporting Goods Stores
1204,451110,Sporting Goods Stores
1205,45112,"Hobby, Toy, and Game Stores"
1206,451120,"Hobby, Toy, and Game Stores"
1207,45113,"Sewing, Needlework, and Piece Goods Stores"
1208,451130,"Sewing, Needlework, and Piece Goods Stores"
1209,45114,Musical Instrument and Supplies Stores
1210,451140,Musical Instrument and Supplies Stores
1211,4512,Book Stores and News Dealers
1212,45121,Book Stores and News Dealers
1213,451211,Book Stores
1214,451212,News Dealers and Newsstands
1215,452,General Merchandise Stores
1216,4522,Department Stores
1217,45221,Department Stores
1218,452210,Department Stores
1219,4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters"
