property id,tenant id,customer id,total owed,0 to 30,31 to 60,61 to 90,over ninety owed,first day of month,database id
994,378,28963.0,3278.14,470,2808,0,0.0,2020-07-01,1
994,378,28963.0,-777.99,-778,0,0,0.0,2020-12-01,1
994,378,28963.0,1395.57,1396,0,0,0.0,2021-05-01,1
994,378,28963.0,1938.78,873,1066,0,0.0,2021-06-01,1
994,378,28963.0,527.7,528,0,0,0.0,2021-07-01,1
994,378,28963.0,1254.46,713,0,542,0.0,2021-12-01,1
994,379,29253.0,2972.2,240,1442,0,1290.24,2020-07-01,1
994,379,29253.0,168.52,169,0,0,0.0,2021-05-01,1
1237,380,26977.0,38.96,39,0,0,0.0,2021-05-01,1
1237,380,26977.0,38.96,39,0,0,0.0,2021-06-01,1
1237,380,26977.0,38.96,0,0,39,0.0,2021-07-01,1
1237,380,26977.0,38.96,0,0,0,38.96,2021-12-01,1
1237,381,27001.0,341.0,341,0,0,0.0,2020-12-01,1
1237,381,27001.0,-495.33,-495,0,0,0.0,2021-05-01,1
1237,381,27001.0,5016.0,0,5016,0,0.0,2021-08-01,1
1237,382,28358.0,98.58,99,0,0,0.0,2021-05-01,1
1237,382,28358.0,98.58,99,0,0,0.0,2021-06-01,1
1242,384,26321.0,0.01,0,0,0,0.0,2021-05-01,1
1242,384,26321.0,380.65,0,0,381,0.0,2021-06-01,1
1242,384,26321.0,0.01,0,0,0,0.0,2021-07-01,1
1242,384,26321.0,3186.11,2805,0,0,380.69,2021-12-01,1
1242,384,26321.0,3286.33,3286,0,0,0.0,2022-03-01,1
1228,434,28375.0,19979.67,4685,4685,0,10610.55,2020-12-01,1
1228,434,28375.0,24529.23,4550,0,4685,15295.11,2021-01-01,1
1228,434,28375.0,9234.58,4685,4550,0,0.0,2021-02-01,1
1228,434,28375.0,9049.26,9049,0,0,0.0,2021-05-01,1
1228,434,28375.0,52318.57,4685,9049,4685,33899.27,2021-06-01,1
1228,434,28375.0,24609.33,0,0,0,24609.33,2021-11-01,1
1228,434,28375.0,22609.33,0,0,0,22609.33,2021-12-01,1
1228,434,28375.0,5588.57,5589,0,0,0.0,2022-03-01,1
921,435,28385.0,610.46,610,0,0,0.0,2021-02-01,1
921,435,28385.0,7678.98,7679,0,0,0.0,2021-05-01,1
921,435,28385.0,0.69,1,0,0,0.0,2021-09-01,1
921,435,28385.0,43318.14,43318,0,0,0.0,2022-03-01,1
921,435,28385.0,5635.28,5635,0,0,0.0,2022-08-01,1
921,436,28366.0,95.03,95,0,0,0.0,2021-05-01,1
921,436,28366.0,6386.86,6292,95,0,0.0,2021-06-01,1
921,436,28366.0,7220.95,278,278,0,6664.89,2021-09-01,1
921,436,28366.0,8055.04,278,278,0,7498.98,2021-12-01,1
921,436,28366.0,10862.78,2252,278,278,8055.04,2022-03-01,1
921,438,28883.0,1217.74,1218,0,0,0.0,2021-05-01,1
921,438,28883.0,143.2,143,0,0,0.0,2021-06-01,1
921,438,28883.0,-4525.53,-4526,0,0,0.0,2022-03-01,1
921,438,28883.0,-4525.53,0,0,0,-4525.53,2022-08-01,1
1228,442,29336.0,9509.38,0,0,0,9509.38,2020-12-01,1
1228,442,29336.0,9329.38,0,0,0,9329.38,2021-01-01,1
1228,442,29336.0,1413.2,1413,0,0,0.0,2021-05-01,1
1228,442,29336.0,19891.96,9329,1413,0,9149.38,2021-06-01,1
1228,442,29336.0,9149.38,0,0,0,9149.38,2021-11-01,1
1228,442,29336.0,-136.56,0,-9286,0,9149.38,2021-12-01,1
1228,442,29336.0,2543.98,2544,0,0,0.0,2022-03-01,1
1233,451,28125.0,-3261.67,-3262,0,0,0.0,2021-05-01,1
1233,451,28125.0,3193.52,3194,0,0,0.0,2022-03-01,1
1233,452,28497.0,-2989.16,-2989,0,0,0.0,2021-05-01,1
1233,452,28497.0,880.84,1935,-2989,1935,0.0,2021-06-01,1
1233,452,28497.0,12490.84,1935,1935,0,8620.84,2021-12-01,1
1233,452,28497.0,-1699.31,-1699,0,0,0.0,2022-03-01,1
1222,454,29010.0,21497.67,21498,0,0,0.0,2021-01-01,1
1222,454,29010.0,27646.09,27646,0,0,0.0,2021-05-01,1
1222,454,29010.0,32565.95,32566,0,0,0.0,2022-03-01,1
1223,455,28161.0,-3129.03,-3129,0,0,0.0,2021-05-01,1
1223,455,28161.0,26141.43,26141,0,0,0.0,2022-03-01,1
1224,456,29319.0,1830.0,1830,0,0,0.0,2021-01-01,1
1224,456,29319.0,3660.0,1830,1830,0,0.0,2021-02-01,1
1224,456,29319.0,-1716.77,-1717,0,0,0.0,2021-05-01,1
1224,456,29319.0,-1716.77,0,-1717,0,0.0,2021-06-01,1
1224,456,29319.0,-1716.77,0,0,0,-1716.77,2021-12-01,1
1224,456,29319.0,-1968.4,-1968,0,0,0.0,2022-03-01,1
1224,457,26878.0,663.0,221,442,0,0.0,2021-03-01,1
1224,457,26878.0,-4535.15,-4535,0,0,0.0,2021-05-01,1
1224,457,26878.0,-3430.15,221,-4535,884,0.0,2021-06-01,1
1224,457,26878.0,-2104.15,221,221,0,-2546.15,2021-12-01,1
1224,457,26878.0,774.23,774,0,0,0.0,2022-03-01,1
1225,458,28458.0,55.75,56,0,0,0.0,2021-01-01,1
1225,458,28458.0,111.5,112,0,0,0.0,2021-02-01,1
1225,458,28458.0,1820.47,1820,0,0,0.0,2021-05-01,1
1225,458,28458.0,1820.47,0,1820,0,0.0,2021-06-01,1
1225,458,28458.0,6531.01,6531,0,0,0.0,2022-03-01,1
1225,458,28458.0,6531.01,0,0,6531,0.0,2022-05-01,1
1225,458,28458.0,6669.16,138,0,0,6531.01,2022-06-01,1
1225,458,28458.0,6669.16,0,138,0,6531.01,2022-07-01,1
1225,458,28458.0,6669.16,0,0,0,6669.16,2022-08-01,1
1225,459,28425.0,105.25,105,0,0,0.0,2021-02-01,1
1225,459,28425.0,-209.4,-209,0,0,0.0,2021-05-01,1
1225,459,28425.0,-209.4,0,-209,0,0.0,2021-06-01,1
1225,459,28425.0,-209.4,0,0,0,-209.4,2021-12-01,1
1225,459,28425.0,2556.66,2557,0,0,0.0,2022-03-01,1
1225,459,28425.0,5282.01,7,0,1764,3510.35,2022-05-01,1
1225,459,28425.0,5343.41,61,7,0,5274.76,2022-06-01,1
1225,459,28425.0,5343.41,0,61,0,5282.01,2022-07-01,1
1225,459,28425.0,5343.41,0,0,0,5343.41,2022-08-01,1
1225,460,29330.0,12560.0,1702,0,5617,5241.0,2021-01-01,1
1225,460,29330.0,3404.0,1702,1702,0,0.0,2021-02-01,1
1225,460,29330.0,300.46,300,0,0,0.0,2021-05-01,1
1225,460,29330.0,19668.46,4796,-1402,310,15964.0,2021-06-01,1
1225,460,29330.0,15468.96,1046,1046,0,13376.96,2021-12-01,1
1225,460,29330.0,6815.3,6815,0,0,0.0,2022-03-01,1
1225,460,29330.0,1455.83,0,0,0,1455.83,2022-05-01,1
1225,460,29330.0,1564.12,108,0,0,1455.83,2022-06-01,1
1225,460,29330.0,1564.12,0,108,0,1455.83,2022-07-01,1
1225,460,29330.0,1564.12,0,0,0,1564.12,2022-08-01,1
1226,461,29316.0,561.0,561,0,0,0.0,2021-01-01,1
1226,461,29316.0,1058.0,1058,0,0,0.0,2021-02-01,1
1226,461,29316.0,-802.46,-802,0,0,0.0,2021-05-01,1
1226,461,29316.0,-72.15,730,-802,0,0.0,2021-06-01,1
1226,461,29316.0,4381.86,730,730,0,2921.24,2021-12-01,1
1226,461,29316.0,-18037.93,-18038,0,0,0.0,2022-03-01,1
1227,462,26987.0,7694.59,7695,0,0,0.0,2021-02-01,1
1227,462,26987.0,4896.04,4896,0,0,0.0,2021-05-01,1
1227,462,26987.0,1870.0,374,374,0,1122.0,2021-12-01,1
1231,463,29280.0,4925.0,4925,0,0,0.0,2021-05-01,1
1231,463,29280.0,4925.0,0,4925,0,0.0,2021-06-01,1
1231,463,29280.0,188.0,0,0,0,188.0,2021-12-01,1
1231,464,29254.0,3.0,3,0,0,0.0,2021-01-01,1
1231,464,29254.0,-77.22,-77,0,0,0.0,2021-05-01,1
1231,464,29254.0,1609.53,1687,-77,0,0.0,2021-06-01,1
1231,465,29113.0,7063.75,7064,0,0,0.0,2021-01-01,1
1231,465,29113.0,7120.5,7064,57,0,0.0,2021-02-01,1
1231,465,29113.0,7189.03,7189,0,0,0.0,2021-05-01,1
1231,465,29113.0,7285.28,96,7189,0,0.0,2021-06-01,1
1231,465,29113.0,4175.0,4175,0,0,0.0,2022-03-01,1
1232,467,28051.0,-14430.44,-14430,0,0,0.0,2021-05-01,1
1232,467,28051.0,-16006.72,0,-16007,0,0.0,2021-06-01,1
1232,467,28051.0,-16006.72,0,0,0,-16006.72,2021-12-01,1
1232,467,28051.0,12513.37,12513,0,0,0.0,2022-03-01,1
1232,467,28051.0,31342.13,17418,29931,0,-16006.72,2022-04-01,1
1232,469,28505.0,-7035.9,-7036,0,0,0.0,2021-05-01,1
1232,469,28505.0,1658.92,110,775,775,0.0,2021-06-01,1
1232,469,28505.0,7920.23,7920,0,0,0.0,2021-12-01,1
1232,469,28505.0,37097.05,17836,9631,9631,0.0,2022-03-01,1
1232,469,28505.0,46727.68,9631,17836,9631,9630.63,2022-04-01,1
932,470,26955.0,2088.0,2088,0,0,0.0,2021-01-01,1
932,470,26955.0,4176.0,2088,2088,0,0.0,2021-02-01,1
932,470,26955.0,-23377.03,-23377,0,0,0.0,2021-05-01,1
932,470,26955.0,-19201.03,2088,-23377,2088,0.0,2021-06-01,1
932,470,26955.0,0.0,0,0,0,0.0,2021-12-01,1
932,470,26955.0,26176.0,13088,13088,0,0.0,2022-02-01,1
932,470,26955.0,3012.6,0,0,0,3012.6,2022-08-01,1
933,472,28531.0,35076.99,1312,1312,0,32452.99,2020-12-01,1
933,472,28531.0,35879.99,803,0,1312,33764.99,2021-01-01,1
933,472,28531.0,36682.99,803,803,1312,33764.99,2021-02-01,1
933,472,28531.0,7032.66,7033,0,0,0.0,2021-05-01,1
933,472,28531.0,46124.65,803,7033,803,37485.99,2021-06-01,1
933,472,28531.0,-40757.82,-40758,0,0,0.0,2021-08-01,1
933,472,28531.0,6972.83,0,-39955,0,46927.65,2021-09-01,1
933,472,28531.0,6972.83,0,0,0,6972.83,2021-12-01,1
933,472,28531.0,2641.25,0,0,0,2641.25,2022-08-01,1
929,473,26893.0,987.0,987,0,0,0.0,2021-01-01,1
929,473,26893.0,1974.0,987,987,0,0.0,2021-02-01,1
929,473,26893.0,14300.27,14300,0,0,0.0,2021-05-01,1
929,473,26893.0,18248.27,0,14300,987,2961.0,2021-06-01,1
929,473,26893.0,26148.04,0,7742,0,18406.36,2021-09-01,1
929,473,26893.0,35780.58,35781,0,0,0.0,2022-03-01,1
929,473,26893.0,27409.67,0,0,0,27409.67,2022-08-01,1
931,474,28367.0,13353.23,13353,0,0,0.0,2021-01-01,1
931,474,28367.0,32662.35,19309,13353,0,0.0,2021-02-01,1
931,474,28367.0,5009.23,5009,0,0,0.0,2021-05-01,1
931,474,28367.0,5009.23,0,5009,0,0.0,2021-06-01,1
931,474,28367.0,5009.23,0,0,0,5009.23,2021-12-01,1
931,474,28367.0,5009.23,0,0,0,5009.23,2022-08-01,1
930,475,28152.0,619.0,619,0,0,0.0,2021-01-01,1
930,475,28152.0,1238.0,619,619,0,0.0,2021-02-01,1
930,475,28152.0,3095.0,619,619,0,1857.0,2021-05-01,1
930,475,28152.0,3714.0,619,619,619,1857.0,2021-06-01,1
930,475,28152.0,1822.74,-3129,619,0,4333.0,2021-09-01,1
930,475,28152.0,4188.89,4189,0,0,0.0,2021-11-01,1
930,475,28152.0,4288.89,4289,0,0,0.0,2022-03-01,1
930,475,28152.0,901.05,901,0,0,0.0,2022-06-01,1
930,475,28152.0,901.05,0,0,0,901.05,2022-08-01,1
930,476,26893.0,1065.0,1065,0,0,0.0,2021-01-01,1
930,476,26893.0,2130.0,1065,1065,0,0.0,2021-02-01,1
930,476,26893.0,13936.15,9676,1065,0,3195.0,2021-05-01,1
930,476,26893.0,13936.15,0,9676,1065,3195.0,2021-06-01,1
930,476,26893.0,5048.39,0,0,0,5048.39,2021-09-01,1
930,476,26893.0,3365.59,0,0,0,3365.59,2021-11-01,1
930,476,26893.0,4471.09,0,4471,0,0.0,2021-12-01,1
930,477,29121.0,1226.0,613,613,0,0.0,2021-05-01,1
930,477,29121.0,1839.0,613,613,613,0.0,2021-06-01,1
930,477,29121.0,3678.0,613,613,0,2452.0,2021-09-01,1
930,477,29121.0,4904.0,613,613,613,3065.0,2021-11-01,1
930,477,29121.0,3192.17,0,0,0,3192.17,2021-12-01,1
930,477,29121.0,4418.17,613,613,0,3192.17,2022-02-01,1
930,477,29121.0,9244.17,0,5439,613,3192.17,2022-03-01,1
930,477,29121.0,16370.62,0,0,0,16370.62,2022-08-01,1
927,478,26887.0,-25046.77,-25047,0,0,0.0,2021-05-01,1
927,478,26887.0,36726.0,36726,0,0,0.0,2022-02-01,1
927,478,26887.0,79136.53,79137,0,0,0.0,2022-03-01,1
926,480,28929.0,2263.0,439,0,138,1686.0,2021-01-01,1
926,480,28929.0,2702.0,439,439,138,1686.0,2021-02-01,1
926,480,28929.0,1993.02,1993,0,0,0.0,2021-05-01,1
926,480,28929.0,3317.02,511,1993,511,302.0,2021-06-01,1
926,480,28929.0,3468.02,0,0,0,3468.02,2021-12-01,1
926,480,28929.0,2911.0,2911,0,0,0.0,2022-03-01,1
926,480,28929.0,5074.82,0,383,0,4691.67,2022-05-01,1
926,480,28929.0,1808.58,0,0,0,1808.58,2022-06-01,1
926,481,28111.0,-725.71,-726,0,0,0.0,2021-05-01,1
926,481,28111.0,922.79,168,-726,1480,0.0,2021-06-01,1
926,481,28111.0,3243.29,168,168,0,2907.29,2021-12-01,1
926,482,28870.0,1523.69,1524,0,0,0.0,2021-02-01,1
926,482,28870.0,2177.21,2177,0,0,0.0,2021-05-01,1
926,482,28870.0,2917.82,209,2177,209,322.61,2021-06-01,1
926,482,28870.0,1460.0,1460,0,0,0.0,2022-05-01,1
926,483,28915.0,784.0,784,0,0,0.0,2021-01-01,1
926,483,28915.0,1568.0,784,784,0,0.0,2021-02-01,1
926,483,28915.0,7484.53,7485,0,0,0.0,2021-05-01,1
926,483,28915.0,5327.6,0,2192,784,2352.0,2021-06-01,1
926,483,28915.0,0.0,0,0,0,0.0,2022-05-01,1
926,483,28915.0,4206.36,7816,0,-3609,0.0,2022-06-01,1
926,484,28851.0,270.0,270,0,0,0.0,2021-01-01,1
926,484,28851.0,540.0,270,270,0,0.0,2021-02-01,1
926,484,28851.0,270.0,0,270,0,0.0,2021-05-01,1
926,484,28851.0,1080.0,0,0,270,810.0,2021-06-01,1
926,485,29130.0,3475.5,3476,0,0,0.0,2021-05-01,1
926,485,29130.0,13114.0,3476,3476,6163,0.0,2021-06-01,1
926,485,29130.0,9381.38,93,0,0,9288.07,2021-12-01,1
926,485,29130.0,8268.71,8156,113,0,0.0,2022-05-01,1
996,486,29117.0,39359.77,3262,3262,0,32835.15,2020-12-01,1
996,486,29117.0,43253.77,3894,0,3262,36097.46,2021-01-01,1
996,486,29117.0,47147.77,3894,3894,3262,36097.46,2021-02-01,1
996,486,29117.0,3894.0,3894,0,0,0.0,2021-05-01,1
996,486,29117.0,80523.77,3894,3894,21694,51041.77,2021-06-01,1
996,486,29117.0,84417.77,3894,3894,3894,72735.77,2021-07-01,1
996,486,29117.0,52846.0,0,1865,3894,47087.13,2021-09-01,1
996,486,29117.0,64528.0,3894,3894,3894,52846.0,2021-12-01,1
996,486,29117.0,5738.75,5739,0,0,0.0,2022-03-01,1
1293,487,26878.0,49385.16,24693,24693,0,0.0,2020-12-01,1
1293,487,26878.0,49385.16,0,0,24693,24692.58,2021-01-01,1
1293,487,26878.0,1123.5,1124,0,0,0.0,2021-05-01,1
1293,487,26878.0,31773.08,1124,1124,1124,28402.58,2021-06-01,1
1293,487,26878.0,3370.58,1124,1124,0,1123.5,2021-12-01,1
1293,487,26878.0,29970.66,25477,1124,1124,2247.0,2022-02-01,1
1293,487,26878.0,9319.26,3702,1123,1124,3370.58,2022-03-01,1
1293,487,26878.0,-2276.94,-2277,0,0,0.0,2022-06-01,1
1069,488,26893.0,6344.0,6344,0,0,0.0,2021-01-01,1
1069,488,26893.0,12688.0,6344,6344,0,0.0,2021-02-01,1
1069,488,26893.0,14135.7,14136,0,0,0.0,2021-05-01,1
1069,488,26893.0,55095.1,0,14136,14136,26823.7,2021-06-01,1
1069,488,26893.0,48052.33,48052,0,0,0.0,2022-01-01,1
1069,488,26893.0,122592.94,74541,48052,0,0.0,2022-03-01,1
1069,488,26893.0,81749.93,0,0,0,81749.93,2022-08-01,1
934,489,26946.0,18679.54,18680,0,0,0.0,2021-02-01,1
934,489,26946.0,-6844.1,-6844,0,0,0.0,2021-05-01,1
934,489,26946.0,-6149.5,0,-6150,0,0.0,2021-06-01,1
934,489,26946.0,-6149.5,0,0,-6150,0.0,2021-07-01,1
934,489,26946.0,-6149.5,0,0,0,-6149.5,2021-08-01,1
934,489,26946.0,-6149.5,0,0,0,-6149.5,2021-12-01,1
934,489,26946.0,22776.61,22777,0,0,0.0,2022-03-01,1
928,490,28158.0,11636.2,11636,0,0,0.0,2021-02-01,1
928,490,28158.0,-11382.15,-11382,0,0,0.0,2021-05-01,1
928,490,28158.0,-11382.15,0,-11382,0,0.0,2021-06-01,1
928,490,28158.0,22390.84,0,32108,0,-9717.15,2021-12-01,1
928,490,28158.0,-7116.16,0,0,0,-7116.16,2022-01-01,1
928,490,28158.0,58965.84,32395,33687,0,-7116.16,2022-02-01,1
928,490,28158.0,-5199.16,0,0,1917,-7116.16,2022-03-01,1
922,492,26990.0,4842.57,4843,0,0,0.0,2021-02-01,1
922,492,26990.0,21841.48,21841,0,0,0.0,2021-05-01,1
922,492,26990.0,23194.0,1353,21841,0,0.0,2021-06-01,1
922,492,26990.0,9932.94,0,0,0,9932.94,2021-12-01,1
922,492,26990.0,22879.76,22880,0,0,0.0,2022-03-01,1
923,493,29007.0,428.68,429,0,0,0.0,2021-01-01,1
923,493,29007.0,428.36,0,428,0,0.0,2021-02-01,1
923,493,29007.0,-1743.17,-1743,0,0,0.0,2021-05-01,1
923,493,29007.0,0.0,1743,-1743,0,0.0,2021-06-01,1
923,493,29007.0,15613.66,15614,0,0,0.0,2022-03-01,1
923,493,29007.0,13889.82,-1724,0,0,15613.66,2022-06-01,1
923,493,29007.0,13889.82,0,-1724,0,15613.66,2022-07-01,1
923,494,28415.0,470.06,470,0,0,0.0,2021-01-01,1
923,494,28415.0,940.12,940,0,0,0.0,2021-02-01,1
923,494,28415.0,470.06,470,0,0,0.0,2021-05-01,1
923,494,28415.0,20515.28,20515,0,0,0.0,2022-03-01,1
924,495,28057.0,0.11,0,0,0,0.0,2021-01-01,1
924,495,28057.0,0.22,0,0,0,0.0,2021-02-01,1
924,495,28057.0,-2046.36,-2046,0,0,0.0,2021-05-01,1
924,495,28057.0,-2045.81,0,-2046,0,0.0,2021-06-01,1
924,495,28057.0,-1939.35,53,53,0,-2045.59,2021-10-01,1
924,495,28057.0,-1833.11,53,53,0,-1939.35,2021-12-01,1
924,495,28057.0,1436.93,1437,0,0,0.0,2022-03-01,1
924,495,28057.0,87.22,0,87,0,0.0,2022-07-01,1
924,495,28057.0,87.22,0,0,0,87.22,2022-08-01,1
924,496,29003.0,-4891.16,-4891,0,0,0.0,2021-05-01,1
924,496,29003.0,-4890.89,0,-4891,0,0.0,2021-06-01,1
924,496,29003.0,-4889.81,2,0,0,-4891.43,2021-10-01,1
924,496,29003.0,-4889.27,0,0,0,-4889.81,2021-12-01,1
924,496,29003.0,3456.86,3457,0,0,0.0,2022-03-01,1
924,496,29003.0,-491.32,0,0,0,-491.32,2022-07-01,1
924,496,29003.0,-491.32,0,0,0,-491.32,2022-08-01,1
924,497,29329.0,2394.06,2394,0,0,0.0,2021-05-01,1
924,497,29329.0,10659.04,0,2393,8266,0.0,2021-06-01,1
924,497,29329.0,27193.5,0,0,0,27193.5,2021-10-01,1
924,497,29329.0,8259.73,5873,0,0,2386.56,2021-12-01,1
924,497,29329.0,4150.78,4151,0,0,0.0,2022-03-01,1
924,497,29329.0,12881.72,0,475,0,12406.76,2022-07-01,1
924,497,29329.0,12881.72,0,0,0,12881.72,2022-08-01,1
924,498,26983.0,-2097.24,-2097,0,0,0.0,2021-05-01,1
924,498,26983.0,-2097.01,0,-2097,0,0.0,2021-06-01,1
924,498,26983.0,-2096.09,0,0,0,-2096.55,2021-10-01,1
924,498,26983.0,-2095.63,0,0,0,-2096.09,2021-12-01,1
924,498,26983.0,1472.61,1473,0,0,0.0,2022-03-01,1
924,498,26983.0,-1411.74,0,0,0,-1411.74,2022-07-01,1
924,498,26983.0,-1411.74,0,0,0,-1411.74,2022-08-01,1
924,499,28420.0,2819.73,2820,0,0,0.0,2021-01-01,1
924,499,28420.0,2931.26,2931,0,0,0.0,2021-02-01,1
924,499,28420.0,951.56,952,0,0,0.0,2021-05-01,1
924,499,28420.0,-783.37,-783,0,0,0.0,2022-03-01,1
925,500,26329.0,42577.43,42577,0,0,0.0,2021-05-01,1
925,500,26329.0,42577.43,0,42577,0,0.0,2021-06-01,1
925,500,26329.0,42577.43,0,0,0,42577.43,2021-12-01,1
925,500,26329.0,64035.47,64035,0,0,0.0,2022-03-01,1
1294,502,27004.0,1989.89,1990,0,0,0.0,2021-01-01,1
1294,502,27004.0,3458.96,3459,0,0,0.0,2021-02-01,1
1294,502,27004.0,1607.89,1608,0,0,0.0,2021-05-01,1
1294,502,27004.0,3742.21,3742,0,0,0.0,2021-06-01,1
1294,502,27004.0,9014.49,0,0,9014,0.0,2021-08-01,1
1294,502,27004.0,4387.62,4388,0,0,0.0,2021-09-01,1
1294,502,27004.0,3930.22,3930,0,0,0.0,2022-03-01,1
1294,503,26886.0,-123.62,-124,0,0,0.0,2020-12-01,1
1294,503,26886.0,-123.62,0,-124,0,0.0,2021-01-01,1
1294,503,26886.0,729.02,853,-124,0,0.0,2021-02-01,1
1294,503,26886.0,2709.57,2710,0,0,0.0,2021-05-01,1
1294,503,26886.0,2585.95,2710,0,0,-123.62,2021-06-01,1
1294,503,26886.0,2263.6,0,0,2264,0.0,2021-08-01,1
1294,503,26886.0,2562.76,2563,0,0,0.0,2021-09-01,1
1294,503,26886.0,792.8,396,396,0,0.0,2021-12-01,1
1294,503,26886.0,9726.15,9726,0,0,0.0,2022-03-01,1
1294,507,26886.0,1651.3,1651,0,0,0.0,2021-07-01,1
1294,510,28969.0,1051.11,1051,0,0,0.0,2021-01-01,1
1294,510,28969.0,4492.92,4493,0,0,0.0,2021-02-01,1
1294,510,28969.0,1327.09,-826,2153,0,0.0,2021-05-01,1
1294,510,28969.0,5820.01,-826,0,2153,4492.92,2021-06-01,1
1294,510,28969.0,2685.72,0,0,2686,0.0,2021-08-01,1
1294,510,28969.0,589.11,589,0,0,0.0,2021-09-01,1
1294,510,28969.0,8505.73,0,0,0,8505.73,2021-12-01,1
1294,510,28969.0,507.39,507,0,0,0.0,2022-03-01,1
936,528,28364.0,122621.5,24825,24499,0,73297.62,2020-12-01,1
1125,636,28892.0,1616.0,1616,0,0,0.0,2020-12-01,1
1125,636,28892.0,11606.01,11606,0,0,0.0,2021-05-01,1
907,637,28869.0,891.53,892,0,0,0.0,2021-03-01,1
907,637,28869.0,110.42,110,0,0,0.0,2021-05-01,1
907,637,28869.0,936.74,110,110,0,715.9,2021-06-01,1
907,637,28869.0,3876.84,110,110,0,3656.0,2021-12-01,1
907,637,28869.0,3987.26,110,0,110,3766.42,2022-01-01,1
907,637,28869.0,930.64,931,0,0,0.0,2022-03-01,1
907,637,28869.0,1238.3,894,179,0,165.5,2022-06-01,1
